events,time,date,date-time,reset,rtc_reset,device_id,stream,
6046,6:40 PM,04-21-2026,04-21-2026 18:40:42,0,0,eGFP3,WHEEL,
6047,6:40 PM,04-21-2026,04-21-2026 18:40:43,0,0,eGFP3,WHEEL,
6048,6:40 PM,04-21-2026,04-21-2026 18:40:43,0,0,eGFP3,WHEEL,
6049,6:40 PM,04-21-2026,04-21-2026 18:40:44,0,0,eGFP3,WHEEL,
6050,6:40 PM,04-21-2026,04-21-2026 18:40:45,0,0,eGFP3,WHEEL,
6051,6:40 PM,04-21-2026,04-21-2026 18:40:46,0,0,eGFP3,WHEEL,
6052,6:40 PM,04-21-2026,04-21-2026 18:40:48,0,0,eGFP3,WHEEL,
6053,6:40 PM,04-21-2026,04-21-2026 18:40:48,0,0,eGFP3,WHEEL,
6054,6:40 PM,04-21-2026,04-21-2026 18:40:49,0,0,eGFP3,WHEEL,
6055,6:40 PM,04-21-2026,04-21-2026 18:40:50,0,0,eGFP3,WHEEL,
6056,6:40 PM,04-21-2026,04-21-2026 18:40:51,0,0,eGFP3,WHEEL,
6057,6:40 PM,04-21-2026,04-21-2026 18:40:52,0,0,eGFP3,WHEEL,
6058,6:40 PM,04-21-2026,04-21-2026 18:40:52,0,0,eGFP3,WHEEL,
6059,6:40 PM,04-21-2026,04-21-2026 18:40:53,0,0,eGFP3,WHEEL,
6060,6:40 PM,04-21-2026,04-21-2026 18:40:54,0,0,eGFP3,WHEEL,
6061,6:40 PM,04-21-2026,04-21-2026 18:40:55,0,0,eGFP3,WHEEL,
6062,6:40 PM,04-21-2026,04-21-2026 18:40:56,0,0,eGFP3,WHEEL,
6063,6:40 PM,04-21-2026,04-21-2026 18:40:56,0,0,eGFP3,WHEEL,
6064,6:40 PM,04-21-2026,04-21-2026 18:40:57,0,0,eGFP3,WHEEL,
6065,6:40 PM,04-21-2026,04-21-2026 18:40:58,0,0,eGFP3,WHEEL,
6066,6:40 PM,04-21-2026,04-21-2026 18:40:59,0,0,eGFP3,WHEEL,
6067,6:40 PM,04-21-2026,04-21-2026 18:40:59,0,0,eGFP3,WHEEL,
6068,6:41 PM,04-21-2026,04-21-2026 18:41:00,0,0,eGFP3,WHEEL,
6069,6:41 PM,04-21-2026,04-21-2026 18:41:01,0,0,eGFP3,WHEEL,
6070,6:41 PM,04-21-2026,04-21-2026 18:41:02,0,0,eGFP3,WHEEL,
6071,6:41 PM,04-21-2026,04-21-2026 18:41:03,0,0,eGFP3,WHEEL,
6072,6:41 PM,04-21-2026,04-21-2026 18:41:04,0,0,eGFP3,WHEEL,
6073,6:41 PM,04-21-2026,04-21-2026 18:41:05,0,0,eGFP3,WHEEL,
6074,6:41 PM,04-21-2026,04-21-2026 18:41:05,0,0,eGFP3,WHEEL,
6075,6:41 PM,04-21-2026,04-21-2026 18:41:06,0,0,eGFP3,WHEEL,
6076,6:41 PM,04-21-2026,04-21-2026 18:41:07,0,0,eGFP3,WHEEL,
6077,6:41 PM,04-21-2026,04-21-2026 18:41:08,0,0,eGFP3,WHEEL,
6078,6:41 PM,04-21-2026,04-21-2026 18:41:08,0,0,eGFP3,WHEEL,
6079,6:41 PM,04-21-2026,04-21-2026 18:41:11,0,0,eGFP3,WHEEL,
6080,6:41 PM,04-21-2026,04-21-2026 18:41:11,0,0,eGFP3,WHEEL,
6081,6:41 PM,04-21-2026,04-21-2026 18:41:12,0,0,eGFP3,WHEEL,
6082,6:41 PM,04-21-2026,04-21-2026 18:41:13,0,0,eGFP3,WHEEL,
6083,6:41 PM,04-21-2026,04-21-2026 18:41:14,0,0,eGFP3,WHEEL,
6084,6:41 PM,04-21-2026,04-21-2026 18:41:14,0,0,eGFP3,WHEEL,
6085,6:41 PM,04-21-2026,04-21-2026 18:41:15,0,0,eGFP3,WHEEL,
6086,6:41 PM,04-21-2026,04-21-2026 18:41:16,0,0,eGFP3,WHEEL,
6087,6:41 PM,04-21-2026,04-21-2026 18:41:17,0,0,eGFP3,WHEEL,
6088,6:41 PM,04-21-2026,04-21-2026 18:41:18,0,0,eGFP3,WHEEL,
6089,6:41 PM,04-21-2026,04-21-2026 18:41:18,0,0,eGFP3,WHEEL,
6090,6:41 PM,04-21-2026,04-21-2026 18:41:19,0,0,eGFP3,WHEEL,
6091,6:41 PM,04-21-2026,04-21-2026 18:41:20,0,0,eGFP3,WHEEL,
6092,6:41 PM,04-21-2026,04-21-2026 18:41:21,0,0,eGFP3,WHEEL,
6093,6:41 PM,04-21-2026,04-21-2026 18:41:22,0,0,eGFP3,WHEEL,
6094,6:41 PM,04-21-2026,04-21-2026 18:41:22,0,0,eGFP3,WHEEL,
6095,6:41 PM,04-21-2026,04-21-2026 18:41:23,0,0,eGFP3,WHEEL,
6096,6:41 PM,04-21-2026,04-21-2026 18:41:24,0,0,eGFP3,WHEEL,
6097,6:41 PM,04-21-2026,04-21-2026 18:41:25,0,0,eGFP3,WHEEL,
6098,6:41 PM,04-21-2026,04-21-2026 18:41:25,0,0,eGFP3,WHEEL,
6099,6:41 PM,04-21-2026,04-21-2026 18:41:26,0,0,eGFP3,WHEEL,
6100,6:41 PM,04-21-2026,04-21-2026 18:41:27,0,0,eGFP3,WHEEL,
6101,6:41 PM,04-21-2026,04-21-2026 18:41:27,0,0,eGFP3,WHEEL,
6102,6:41 PM,04-21-2026,04-21-2026 18:41:28,0,0,eGFP3,WHEEL,
6103,6:41 PM,04-21-2026,04-21-2026 18:41:29,0,0,eGFP3,WHEEL,
6104,6:41 PM,04-21-2026,04-21-2026 18:41:30,0,0,eGFP3,WHEEL,
6105,6:41 PM,04-21-2026,04-21-2026 18:41:31,0,0,eGFP3,WHEEL,
6106,6:41 PM,04-21-2026,04-21-2026 18:41:32,0,0,eGFP3,WHEEL,
6107,6:41 PM,04-21-2026,04-21-2026 18:41:33,0,0,eGFP3,WHEEL,
6108,6:41 PM,04-21-2026,04-21-2026 18:41:34,0,0,eGFP3,WHEEL,
6109,6:41 PM,04-21-2026,04-21-2026 18:41:34,0,0,eGFP3,WHEEL,
6110,6:41 PM,04-21-2026,04-21-2026 18:41:35,0,0,eGFP3,WHEEL,
6111,6:41 PM,04-21-2026,04-21-2026 18:41:36,0,0,eGFP3,WHEEL,
6112,6:41 PM,04-21-2026,04-21-2026 18:41:36,0,0,eGFP3,WHEEL,
6113,6:41 PM,04-21-2026,04-21-2026 18:41:37,0,0,eGFP3,WHEEL,
6114,6:41 PM,04-21-2026,04-21-2026 18:41:38,0,0,eGFP3,WHEEL,
6115,6:41 PM,04-21-2026,04-21-2026 18:41:39,0,0,eGFP3,WHEEL,
6116,6:41 PM,04-21-2026,04-21-2026 18:41:40,0,0,eGFP3,WHEEL,
6117,6:41 PM,04-21-2026,04-21-2026 18:41:41,0,0,eGFP3,WHEEL,
6118,6:41 PM,04-21-2026,04-21-2026 18:41:42,0,0,eGFP3,WHEEL,
6119,6:41 PM,04-21-2026,04-21-2026 18:41:43,0,0,eGFP3,WHEEL,
6120,6:41 PM,04-21-2026,04-21-2026 18:41:44,0,0,eGFP3,WHEEL,
6121,6:41 PM,04-21-2026,04-21-2026 18:41:44,0,0,eGFP3,WHEEL,
6122,6:41 PM,04-21-2026,04-21-2026 18:41:45,0,0,eGFP3,WHEEL,
6123,6:41 PM,04-21-2026,04-21-2026 18:41:46,0,0,eGFP3,WHEEL,
6124,6:41 PM,04-21-2026,04-21-2026 18:41:47,0,0,eGFP3,WHEEL,
6125,6:41 PM,04-21-2026,04-21-2026 18:41:48,0,0,eGFP3,WHEEL,
6126,6:41 PM,04-21-2026,04-21-2026 18:41:49,0,0,eGFP3,WHEEL,
6127,6:41 PM,04-21-2026,04-21-2026 18:41:50,0,0,eGFP3,WHEEL,
6128,6:41 PM,04-21-2026,04-21-2026 18:41:51,0,0,eGFP3,WHEEL,
6129,6:41 PM,04-21-2026,04-21-2026 18:41:51,0,0,eGFP3,WHEEL,
6130,6:41 PM,04-21-2026,04-21-2026 18:41:52,0,0,eGFP3,WHEEL,
6131,6:41 PM,04-21-2026,04-21-2026 18:41:53,0,0,eGFP3,WHEEL,
6132,6:41 PM,04-21-2026,04-21-2026 18:41:54,0,0,eGFP3,WHEEL,
6133,6:41 PM,04-21-2026,04-21-2026 18:41:55,0,0,eGFP3,WHEEL,
6134,6:41 PM,04-21-2026,04-21-2026 18:41:55,0,0,eGFP3,WHEEL,
6135,6:41 PM,04-21-2026,04-21-2026 18:41:56,0,0,eGFP3,WHEEL,
6136,6:41 PM,04-21-2026,04-21-2026 18:41:57,0,0,eGFP3,WHEEL,
6137,6:41 PM,04-21-2026,04-21-2026 18:41:58,0,0,eGFP3,WHEEL,
6138,6:41 PM,04-21-2026,04-21-2026 18:41:59,0,0,eGFP3,WHEEL,
6139,6:42 PM,04-21-2026,04-21-2026 18:42:00,0,0,eGFP3,WHEEL,
6140,6:42 PM,04-21-2026,04-21-2026 18:42:00,0,0,eGFP3,WHEEL,
6141,6:42 PM,04-21-2026,04-21-2026 18:42:01,0,0,eGFP3,WHEEL,
6142,6:42 PM,04-21-2026,04-21-2026 18:42:02,0,0,eGFP3,WHEEL,
6143,6:42 PM,04-21-2026,04-21-2026 18:42:03,0,0,eGFP3,WHEEL,
6144,6:42 PM,04-21-2026,04-21-2026 18:42:03,0,0,eGFP3,WHEEL,
6145,6:42 PM,04-21-2026,04-21-2026 18:42:04,0,0,eGFP3,WHEEL,
6146,6:42 PM,04-21-2026,04-21-2026 18:42:05,0,0,eGFP3,WHEEL,
6147,6:42 PM,04-21-2026,04-21-2026 18:42:05,0,0,eGFP3,WHEEL,
6148,6:42 PM,04-21-2026,04-21-2026 18:42:07,0,0,eGFP3,WHEEL,
6149,6:42 PM,04-21-2026,04-21-2026 18:42:08,0,0,eGFP3,WHEEL,
6150,6:42 PM,04-21-2026,04-21-2026 18:42:09,0,0,eGFP3,WHEEL,
6151,6:42 PM,04-21-2026,04-21-2026 18:42:10,0,0,eGFP3,WHEEL,
6152,6:42 PM,04-21-2026,04-21-2026 18:42:11,0,0,eGFP3,WHEEL,
6153,6:42 PM,04-21-2026,04-21-2026 18:42:12,0,0,eGFP3,WHEEL,
6154,6:42 PM,04-21-2026,04-21-2026 18:42:12,0,0,eGFP3,WHEEL,
6155,6:42 PM,04-21-2026,04-21-2026 18:42:13,0,0,eGFP3,WHEEL,
6156,6:42 PM,04-21-2026,04-21-2026 18:42:14,0,0,eGFP3,WHEEL,
6157,6:42 PM,04-21-2026,04-21-2026 18:42:15,0,0,eGFP3,WHEEL,
6158,6:42 PM,04-21-2026,04-21-2026 18:42:16,0,0,eGFP3,WHEEL,
6159,6:42 PM,04-21-2026,04-21-2026 18:42:16,0,0,eGFP3,WHEEL,
6160,6:42 PM,04-21-2026,04-21-2026 18:42:17,0,0,eGFP3,WHEEL,
6161,6:42 PM,04-21-2026,04-21-2026 18:42:18,0,0,eGFP3,WHEEL,
6162,6:42 PM,04-21-2026,04-21-2026 18:42:18,0,0,eGFP3,WHEEL,
6163,6:42 PM,04-21-2026,04-21-2026 18:42:19,0,0,eGFP3,WHEEL,
6164,6:42 PM,04-21-2026,04-21-2026 18:42:20,0,0,eGFP3,WHEEL,
6165,6:42 PM,04-21-2026,04-21-2026 18:42:21,0,0,eGFP3,WHEEL,
6166,6:42 PM,04-21-2026,04-21-2026 18:42:22,0,0,eGFP3,WHEEL,
6167,6:42 PM,04-21-2026,04-21-2026 18:42:22,0,0,eGFP3,WHEEL,
6168,6:42 PM,04-21-2026,04-21-2026 18:42:23,0,0,eGFP3,WHEEL,
6169,6:42 PM,04-21-2026,04-21-2026 18:42:24,0,0,eGFP3,WHEEL,
6170,6:42 PM,04-21-2026,04-21-2026 18:42:25,0,0,eGFP3,WHEEL,
6171,6:42 PM,04-21-2026,04-21-2026 18:42:26,0,0,eGFP3,WHEEL,
6172,6:42 PM,04-21-2026,04-21-2026 18:42:27,0,0,eGFP3,WHEEL,
6173,6:42 PM,04-21-2026,04-21-2026 18:42:27,0,0,eGFP3,WHEEL,
6174,6:42 PM,04-21-2026,04-21-2026 18:42:28,0,0,eGFP3,WHEEL,
6175,6:42 PM,04-21-2026,04-21-2026 18:42:30,0,0,eGFP3,WHEEL,
6176,6:42 PM,04-21-2026,04-21-2026 18:42:31,0,0,eGFP3,WHEEL,
6177,6:42 PM,04-21-2026,04-21-2026 18:42:33,0,0,eGFP3,WHEEL,
6178,6:42 PM,04-21-2026,04-21-2026 18:42:33,0,0,eGFP3,WHEEL,
6179,6:42 PM,04-21-2026,04-21-2026 18:42:34,0,0,eGFP3,WHEEL,
6180,6:42 PM,04-21-2026,04-21-2026 18:42:35,0,0,eGFP3,WHEEL,
6181,6:42 PM,04-21-2026,04-21-2026 18:42:35,0,0,eGFP3,WHEEL,
6182,6:42 PM,04-21-2026,04-21-2026 18:42:37,0,0,eGFP3,WHEEL,
6183,6:42 PM,04-21-2026,04-21-2026 18:42:37,0,0,eGFP3,WHEEL,
6184,6:42 PM,04-21-2026,04-21-2026 18:42:38,0,0,eGFP3,WHEEL,
6185,6:42 PM,04-21-2026,04-21-2026 18:42:39,0,0,eGFP3,WHEEL,
6186,6:42 PM,04-21-2026,04-21-2026 18:42:40,0,0,eGFP3,WHEEL,
6187,6:42 PM,04-21-2026,04-21-2026 18:42:41,0,0,eGFP3,WHEEL,
6188,6:42 PM,04-21-2026,04-21-2026 18:42:42,0,0,eGFP3,WHEEL,
6189,6:42 PM,04-21-2026,04-21-2026 18:42:42,0,0,eGFP3,WHEEL,
6190,6:42 PM,04-21-2026,04-21-2026 18:42:43,0,0,eGFP3,WHEEL,
6191,6:42 PM,04-21-2026,04-21-2026 18:42:44,0,0,eGFP3,WHEEL,
6192,6:42 PM,04-21-2026,04-21-2026 18:42:45,0,0,eGFP3,WHEEL,
6193,6:42 PM,04-21-2026,04-21-2026 18:42:46,0,0,eGFP3,WHEEL,
6194,6:42 PM,04-21-2026,04-21-2026 18:42:47,0,0,eGFP3,WHEEL,
6195,6:42 PM,04-21-2026,04-21-2026 18:42:47,0,0,eGFP3,WHEEL,
6196,6:42 PM,04-21-2026,04-21-2026 18:42:48,0,0,eGFP3,WHEEL,
6197,6:42 PM,04-21-2026,04-21-2026 18:42:49,0,0,eGFP3,WHEEL,
6198,6:42 PM,04-21-2026,04-21-2026 18:42:50,0,0,eGFP3,WHEEL,
6199,6:42 PM,04-21-2026,04-21-2026 18:42:51,0,0,eGFP3,WHEEL,
6200,6:42 PM,04-21-2026,04-21-2026 18:42:52,0,0,eGFP3,WHEEL,
6201,6:42 PM,04-21-2026,04-21-2026 18:42:53,0,0,eGFP3,WHEEL,
6202,6:42 PM,04-21-2026,04-21-2026 18:42:54,0,0,eGFP3,WHEEL,
6203,6:42 PM,04-21-2026,04-21-2026 18:42:54,0,0,eGFP3,WHEEL,
6204,6:42 PM,04-21-2026,04-21-2026 18:42:55,0,0,eGFP3,WHEEL,
6205,6:42 PM,04-21-2026,04-21-2026 18:42:56,0,0,eGFP3,WHEEL,
6206,6:42 PM,04-21-2026,04-21-2026 18:42:57,0,0,eGFP3,WHEEL,
6207,6:42 PM,04-21-2026,04-21-2026 18:42:58,0,0,eGFP3,WHEEL,
6208,6:42 PM,04-21-2026,04-21-2026 18:42:59,0,0,eGFP3,WHEEL,
6209,6:42 PM,04-21-2026,04-21-2026 18:42:59,0,0,eGFP3,WHEEL,
6210,6:43 PM,04-21-2026,04-21-2026 18:43:00,0,0,eGFP3,WHEEL,
6211,6:43 PM,04-21-2026,04-21-2026 18:43:01,0,0,eGFP3,WHEEL,
6212,6:43 PM,04-21-2026,04-21-2026 18:43:01,0,0,eGFP3,WHEEL,
6213,6:43 PM,04-21-2026,04-21-2026 18:43:02,0,0,eGFP3,WHEEL,
6214,6:43 PM,04-21-2026,04-21-2026 18:43:03,0,0,eGFP3,WHEEL,
6215,6:43 PM,04-21-2026,04-21-2026 18:43:04,0,0,eGFP3,WHEEL,
6216,6:43 PM,04-21-2026,04-21-2026 18:43:05,0,0,eGFP3,WHEEL,
6217,6:43 PM,04-21-2026,04-21-2026 18:43:06,0,0,eGFP3,WHEEL,
6218,6:43 PM,04-21-2026,04-21-2026 18:43:06,0,0,eGFP3,WHEEL,
6219,6:43 PM,04-21-2026,04-21-2026 18:43:07,0,0,eGFP3,WHEEL,
6220,6:43 PM,04-21-2026,04-21-2026 18:43:08,0,0,eGFP3,WHEEL,
6221,6:43 PM,04-21-2026,04-21-2026 18:43:10,0,0,eGFP3,WHEEL,
6222,6:43 PM,04-21-2026,04-21-2026 18:43:11,0,0,eGFP3,WHEEL,
6223,6:43 PM,04-21-2026,04-21-2026 18:43:12,0,0,eGFP3,WHEEL,
6224,6:43 PM,04-21-2026,04-21-2026 18:43:13,0,0,eGFP3,WHEEL,
6225,6:43 PM,04-21-2026,04-21-2026 18:43:13,0,0,eGFP3,WHEEL,
6226,6:43 PM,04-21-2026,04-21-2026 18:43:14,0,0,eGFP3,WHEEL,
6227,6:43 PM,04-21-2026,04-21-2026 18:43:15,0,0,eGFP3,WHEEL,
6228,6:43 PM,04-21-2026,04-21-2026 18:43:16,0,0,eGFP3,WHEEL,
6229,6:43 PM,04-21-2026,04-21-2026 18:43:17,0,0,eGFP3,WHEEL,
6230,6:43 PM,04-21-2026,04-21-2026 18:43:17,0,0,eGFP3,WHEEL,
6231,6:43 PM,04-21-2026,04-21-2026 18:43:18,0,0,eGFP3,WHEEL,
6232,6:43 PM,04-21-2026,04-21-2026 18:43:19,0,0,eGFP3,WHEEL,
6233,6:43 PM,04-21-2026,04-21-2026 18:43:20,0,0,eGFP3,WHEEL,
6234,6:43 PM,04-21-2026,04-21-2026 18:43:21,0,0,eGFP3,WHEEL,
6235,6:43 PM,04-21-2026,04-21-2026 18:43:22,0,0,eGFP3,WHEEL,
6236,6:43 PM,04-21-2026,04-21-2026 18:43:22,0,0,eGFP3,WHEEL,
6237,6:43 PM,04-21-2026,04-21-2026 18:43:23,0,0,eGFP3,WHEEL,
6238,6:43 PM,04-21-2026,04-21-2026 18:43:24,0,0,eGFP3,WHEEL,
6239,6:43 PM,04-21-2026,04-21-2026 18:43:25,0,0,eGFP3,WHEEL,
6240,6:43 PM,04-21-2026,04-21-2026 18:43:26,0,0,eGFP3,WHEEL,
6241,6:43 PM,04-21-2026,04-21-2026 18:43:27,0,0,eGFP3,WHEEL,
6242,6:43 PM,04-21-2026,04-21-2026 18:43:28,0,0,eGFP3,WHEEL,
6243,6:43 PM,04-21-2026,04-21-2026 18:43:28,0,0,eGFP3,WHEEL,
6244,6:43 PM,04-21-2026,04-21-2026 18:43:29,0,0,eGFP3,WHEEL,
6245,6:43 PM,04-21-2026,04-21-2026 18:43:30,0,0,eGFP3,WHEEL,
6246,6:43 PM,04-21-2026,04-21-2026 18:43:31,0,0,eGFP3,WHEEL,
6247,6:43 PM,04-21-2026,04-21-2026 18:43:32,0,0,eGFP3,WHEEL,
6248,6:43 PM,04-21-2026,04-21-2026 18:43:33,0,0,eGFP3,WHEEL,
6249,6:43 PM,04-21-2026,04-21-2026 18:43:33,0,0,eGFP3,WHEEL,
6250,6:43 PM,04-21-2026,04-21-2026 18:43:34,0,0,eGFP3,WHEEL,
6251,6:43 PM,04-21-2026,04-21-2026 18:43:35,0,0,eGFP3,WHEEL,
6252,6:43 PM,04-21-2026,04-21-2026 18:43:36,0,0,eGFP3,WHEEL,
6253,6:43 PM,04-21-2026,04-21-2026 18:43:36,0,0,eGFP3,WHEEL,
6254,6:43 PM,04-21-2026,04-21-2026 18:43:37,0,0,eGFP3,WHEEL,
6255,6:43 PM,04-21-2026,04-21-2026 18:43:38,0,0,eGFP3,WHEEL,
6256,6:43 PM,04-21-2026,04-21-2026 18:43:39,0,0,eGFP3,WHEEL,
6257,6:43 PM,04-21-2026,04-21-2026 18:43:42,0,0,eGFP3,WHEEL,
6258,6:43 PM,04-21-2026,04-21-2026 18:43:42,0,0,eGFP3,WHEEL,
6259,6:43 PM,04-21-2026,04-21-2026 18:43:43,0,0,eGFP3,WHEEL,
6260,6:43 PM,04-21-2026,04-21-2026 18:43:44,0,0,eGFP3,WHEEL,
6261,6:43 PM,04-21-2026,04-21-2026 18:43:45,0,0,eGFP3,WHEEL,
6262,6:43 PM,04-21-2026,04-21-2026 18:43:46,0,0,eGFP3,WHEEL,
6263,6:43 PM,04-21-2026,04-21-2026 18:43:47,0,0,eGFP3,WHEEL,
6264,6:43 PM,04-21-2026,04-21-2026 18:43:48,0,0,eGFP3,WHEEL,
6265,6:43 PM,04-21-2026,04-21-2026 18:43:48,0,0,eGFP3,WHEEL,
6266,6:43 PM,04-21-2026,04-21-2026 18:43:49,0,0,eGFP3,WHEEL,
6267,6:43 PM,04-21-2026,04-21-2026 18:43:50,0,0,eGFP3,WHEEL,
6268,6:43 PM,04-21-2026,04-21-2026 18:43:51,0,0,eGFP3,WHEEL,
6269,6:43 PM,04-21-2026,04-21-2026 18:43:51,0,0,eGFP3,WHEEL,
6270,6:43 PM,04-21-2026,04-21-2026 18:43:52,0,0,eGFP3,WHEEL,
6271,6:43 PM,04-21-2026,04-21-2026 18:43:53,0,0,eGFP3,WHEEL,
6272,6:43 PM,04-21-2026,04-21-2026 18:43:53,0,0,eGFP3,WHEEL,
6273,6:43 PM,04-21-2026,04-21-2026 18:43:54,0,0,eGFP3,WHEEL,
6274,6:43 PM,04-21-2026,04-21-2026 18:43:55,0,0,eGFP3,WHEEL,
6275,6:43 PM,04-21-2026,04-21-2026 18:43:56,0,0,eGFP3,WHEEL,
6276,6:43 PM,04-21-2026,04-21-2026 18:43:57,0,0,eGFP3,WHEEL,
6277,6:43 PM,04-21-2026,04-21-2026 18:43:58,0,0,eGFP3,WHEEL,
6278,6:43 PM,04-21-2026,04-21-2026 18:43:59,0,0,eGFP3,WHEEL,
6279,6:44 PM,04-21-2026,04-21-2026 18:44:00,0,0,eGFP3,WHEEL,
6280,6:44 PM,04-21-2026,04-21-2026 18:44:00,0,0,eGFP3,WHEEL,
6281,6:44 PM,04-21-2026,04-21-2026 18:44:01,0,0,eGFP3,WHEEL,
6282,6:44 PM,04-21-2026,04-21-2026 18:44:02,0,0,eGFP3,WHEEL,
6283,6:44 PM,04-21-2026,04-21-2026 18:44:03,0,0,eGFP3,WHEEL,
6284,6:44 PM,04-21-2026,04-21-2026 18:44:04,0,0,eGFP3,WHEEL,
6285,6:44 PM,04-21-2026,04-21-2026 18:44:04,0,0,eGFP3,WHEEL,
6286,6:44 PM,04-21-2026,04-21-2026 18:44:05,0,0,eGFP3,WHEEL,
6287,6:44 PM,04-21-2026,04-21-2026 18:44:06,0,0,eGFP3,WHEEL,
6288,6:44 PM,04-21-2026,04-21-2026 18:44:07,0,0,eGFP3,WHEEL,
6289,6:44 PM,04-21-2026,04-21-2026 18:44:08,0,0,eGFP3,WHEEL,
6290,6:44 PM,04-21-2026,04-21-2026 18:44:09,0,0,eGFP3,WHEEL,
6291,6:44 PM,04-21-2026,04-21-2026 18:44:10,0,0,eGFP3,WHEEL,
6292,6:44 PM,04-21-2026,04-21-2026 18:44:10,0,0,eGFP3,WHEEL,
6293,6:44 PM,04-21-2026,04-21-2026 18:44:11,0,0,eGFP3,WHEEL,
6294,6:44 PM,04-21-2026,04-21-2026 18:44:13,0,0,eGFP3,WHEEL,
6295,6:44 PM,04-21-2026,04-21-2026 18:44:14,0,0,eGFP3,WHEEL,
6296,6:44 PM,04-21-2026,04-21-2026 18:44:14,0,0,eGFP3,WHEEL,
6297,6:44 PM,04-21-2026,04-21-2026 18:44:15,0,0,eGFP3,WHEEL,
6298,6:44 PM,04-21-2026,04-21-2026 18:44:16,0,0,eGFP3,WHEEL,
6299,6:44 PM,04-21-2026,04-21-2026 18:44:17,0,0,eGFP3,WHEEL,
6300,6:44 PM,04-21-2026,04-21-2026 18:44:18,0,0,eGFP3,WHEEL,
6301,6:44 PM,04-21-2026,04-21-2026 18:44:19,0,0,eGFP3,WHEEL,
6302,6:44 PM,04-21-2026,04-21-2026 18:44:19,0,0,eGFP3,WHEEL,
6303,6:44 PM,04-21-2026,04-21-2026 18:44:20,0,0,eGFP3,WHEEL,
6304,6:44 PM,04-21-2026,04-21-2026 18:44:21,0,0,eGFP3,WHEEL,
6305,6:44 PM,04-21-2026,04-21-2026 18:44:22,0,0,eGFP3,WHEEL,
6306,6:44 PM,04-21-2026,04-21-2026 18:44:22,0,0,eGFP3,WHEEL,
6307,6:44 PM,04-21-2026,04-21-2026 18:44:23,0,0,eGFP3,WHEEL,
6308,6:44 PM,04-21-2026,04-21-2026 18:44:24,0,0,eGFP3,WHEEL,
6309,6:44 PM,04-21-2026,04-21-2026 18:44:25,0,0,eGFP3,WHEEL,
6310,6:44 PM,04-21-2026,04-21-2026 18:44:26,0,0,eGFP3,WHEEL,
6311,6:44 PM,04-21-2026,04-21-2026 18:44:27,0,0,eGFP3,WHEEL,
6312,6:44 PM,04-21-2026,04-21-2026 18:44:27,0,0,eGFP3,WHEEL,
6313,6:44 PM,04-21-2026,04-21-2026 18:44:28,0,0,eGFP3,WHEEL,
6314,6:44 PM,04-21-2026,04-21-2026 18:44:29,0,0,eGFP3,WHEEL,
6315,6:44 PM,04-21-2026,04-21-2026 18:44:30,0,0,eGFP3,WHEEL,
6316,6:44 PM,04-21-2026,04-21-2026 18:44:31,0,0,eGFP3,WHEEL,
6317,6:44 PM,04-21-2026,04-21-2026 18:44:32,0,0,eGFP3,WHEEL,
6318,6:44 PM,04-21-2026,04-21-2026 18:44:32,0,0,eGFP3,WHEEL,
6319,6:44 PM,04-21-2026,04-21-2026 18:44:33,0,0,eGFP3,WHEEL,
6320,6:44 PM,04-21-2026,04-21-2026 18:44:38,0,0,eGFP3,WHEEL,
6321,6:44 PM,04-21-2026,04-21-2026 18:44:39,0,0,eGFP3,WHEEL,
6322,6:44 PM,04-21-2026,04-21-2026 18:44:40,0,0,eGFP3,WHEEL,
6323,6:44 PM,04-21-2026,04-21-2026 18:44:41,0,0,eGFP3,WHEEL,
6324,6:44 PM,04-21-2026,04-21-2026 18:44:42,0,0,eGFP3,WHEEL,
6325,6:44 PM,04-21-2026,04-21-2026 18:44:42,0,0,eGFP3,WHEEL,
6326,6:44 PM,04-21-2026,04-21-2026 18:44:43,0,0,eGFP3,WHEEL,
6327,6:44 PM,04-21-2026,04-21-2026 18:44:44,0,0,eGFP3,WHEEL,
6328,6:44 PM,04-21-2026,04-21-2026 18:44:45,0,0,eGFP3,WHEEL,
6329,6:44 PM,04-21-2026,04-21-2026 18:44:45,0,0,eGFP3,WHEEL,
6330,6:44 PM,04-21-2026,04-21-2026 18:44:46,0,0,eGFP3,WHEEL,
6331,6:44 PM,04-21-2026,04-21-2026 18:44:47,0,0,eGFP3,WHEEL,
6332,6:44 PM,04-21-2026,04-21-2026 18:44:48,0,0,eGFP3,WHEEL,
6333,6:44 PM,04-21-2026,04-21-2026 18:44:49,0,0,eGFP3,WHEEL,
6334,6:44 PM,04-21-2026,04-21-2026 18:44:50,0,0,eGFP3,WHEEL,
6335,6:44 PM,04-21-2026,04-21-2026 18:44:50,0,0,eGFP3,WHEEL,
6336,6:44 PM,04-21-2026,04-21-2026 18:44:51,0,0,eGFP3,WHEEL,
6337,6:44 PM,04-21-2026,04-21-2026 18:44:52,0,0,eGFP3,WHEEL,
6338,6:44 PM,04-21-2026,04-21-2026 18:44:53,0,0,eGFP3,WHEEL,
6339,6:44 PM,04-21-2026,04-21-2026 18:44:53,0,0,eGFP3,WHEEL,
6340,6:44 PM,04-21-2026,04-21-2026 18:44:54,0,0,eGFP3,WHEEL,
6341,6:44 PM,04-21-2026,04-21-2026 18:44:55,0,0,eGFP3,WHEEL,
6342,6:44 PM,04-21-2026,04-21-2026 18:44:56,0,0,eGFP3,WHEEL,
