wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
0,16:39:22,0.000,0.000,1,0,eGFP5
1,16:39:22,0.029,0.336,0,0,eGFP5
2,16:39:23,0.029,0.358,0,0,eGFP5
3,16:39:23,0.028,0.390,0,0,eGFP5
4,16:39:23,0.028,0.412,0,0,eGFP5
5,16:39:24,0.029,0.786,0,0,eGFP5
6,16:39:26,0.138,2.223,0,0,eGFP5
7,16:39:27,0.039,0.533,0,0,eGFP5
8,16:39:40,0.040,13.383,0,0,eGFP5
9,16:39:41,0.050,1.005,0,0,eGFP5
10,16:39:42,0.039,0.676,0,0,eGFP5
11,16:39:57,0.061,15.027,0,0,eGFP5
12,16:40:03,0.062,6.250,0,0,eGFP5
13,16:40:04,0.281,1.082,0,0,eGFP5
14,16:40:08,0.085,3.464,0,0,eGFP5
15,16:40:43,2.530,35.404,0,0,eGFP5
16,16:40:49,0.182,5.975,0,0,eGFP5
17,16:40:52,0.129,2.488,0,0,eGFP5
18,16:40:53,0.084,0.863,0,0,eGFP5
19,16:40:53,0.072,0.939,0,0,eGFP5
20,16:40:55,0.095,1.543,0,0,eGFP5
21,16:40:58,0.083,3.485,0,0,eGFP5
22,16:43:50,0.127,171.888,0,0,eGFP5
23,16:45:04,0.281,73.961,0,0,eGFP5
24,16:45:05,0.171,1.136,0,0,eGFP5
25,16:45:07,0.130,1.095,0,0,eGFP5
26,16:45:08,0.106,1.576,0,0,eGFP5
27,16:45:10,0.073,1.543,0,0,eGFP5
28,16:45:12,0.118,2.499,0,0,eGFP5
29,16:45:17,0.095,5.142,0,0,eGFP5
30,16:45:18,0.062,0.863,0,0,eGFP5
31,16:45:19,0.083,0.950,0,0,eGFP5
32,16:45:21,0.073,2.146,0,0,eGFP5
33,16:45:22,0.073,0.742,0,0,eGFP5
34,16:45:23,0.075,0.909,0,0,eGFP5
35,16:45:24,0.061,0.818,0,0,eGFP5
36,16:45:24,0.128,0.622,0,0,eGFP5
37,16:45:26,0.105,1.510,0,0,eGFP5
38,16:45:27,0.106,0.786,0,0,eGFP5
39,16:45:27,0.051,0.588,0,0,eGFP5
40,16:45:28,0.062,0.808,0,0,eGFP5
41,16:45:29,0.062,0.709,0,0,eGFP5
42,16:45:31,0.064,2.072,0,0,eGFP5
43,16:45:32,0.063,1.084,0,0,eGFP5
44,16:45:33,0.138,0.862,0,0,eGFP5
45,16:45:34,0.040,0.720,0,0,eGFP5
46,16:45:34,0.106,0.808,0,0,eGFP5
47,16:45:35,0.051,0.622,0,0,eGFP5
48,16:45:36,0.084,1.203,0,0,eGFP5
49,16:45:37,0.095,0.544,0,0,eGFP5
50,16:45:38,0.128,1.039,0,0,eGFP5
51,16:45:43,0.074,4.902,0,0,eGFP5
52,16:45:56,0.326,13.657,0,0,eGFP5
53,16:45:57,0.051,0.654,0,0,eGFP5
54,16:45:58,0.051,0.578,0,0,eGFP5
55,16:45:58,0.040,0.698,0,0,eGFP5
56,16:45:59,0.062,0.633,0,0,eGFP5
57,16:46:00,0.041,0.689,0,0,eGFP5
58,16:46:01,0.073,1.181,0,0,eGFP5
59,16:46:02,0.366,1.605,0,0,eGFP5
60,16:46:03,0.062,0.643,0,0,eGFP5
61,16:46:04,0.050,0.731,0,0,eGFP5
62,16:46:04,0.072,0.686,0,0,eGFP5
63,16:46:05,0.040,0.544,0,0,eGFP5
