wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
0,14:18:45,0.000,0.000,1,0,eGFP5
1,14:18:47,0.040,1.982,0,0,eGFP5
2,14:18:54,0.138,6.656,0,0,eGFP5
3,14:18:56,1.093,1.707,0,0,eGFP5
4,14:18:56,0.040,0.500,0,0,eGFP5
5,14:18:57,0.040,0.578,0,0,eGFP5
6,14:19:03,0.061,6.612,0,0,eGFP5
7,14:19:19,0.116,15.126,0,0,eGFP5
8,14:19:43,0.250,24.619,0,0,eGFP5
9,14:19:46,0.073,3.134,0,0,eGFP5
10,14:20:09,0.116,22.258,0,0,eGFP5
11,14:20:10,0.183,1.017,0,0,eGFP5
12,14:20:12,0.061,2.245,0,0,eGFP5
13,14:20:12,0.171,0.368,0,0,eGFP5
14,14:20:14,0.206,1.830,0,0,eGFP5
15,14:20:15,0.182,0.928,0,0,eGFP5
16,14:20:16,0.051,0.665,0,0,eGFP5
17,14:20:16,0.173,0.425,0,0,eGFP5
18,14:20:20,0.237,4.001,0,0,eGFP5
19,14:20:58,0.830,37.971,0,0,eGFP5
20,14:20:59,0.116,0.830,0,0,eGFP5
21,14:21:00,0.050,1.389,0,0,eGFP5
22,14:21:01,0.072,0.665,0,0,eGFP5
23,14:21:02,0.061,1.312,0,0,eGFP5
24,14:22:24,0.523,81.795,0,0,eGFP5
25,14:22:25,0.151,0.941,0,0,eGFP5
26,14:22:26,0.050,0.632,0,0,eGFP5
27,14:22:26,0.061,0.588,0,0,eGFP5
28,14:22:27,0.041,0.601,0,0,eGFP5
29,14:22:29,0.105,2.629,0,0,eGFP5
30,14:22:33,0.248,3.792,0,0,eGFP5
31,14:23:17,0.182,44.072,0,0,eGFP5
32,14:23:19,0.127,2.146,0,0,eGFP5
33,14:23:23,2.475,3.244,0,0,eGFP5
34,14:23:23,0.095,0.776,0,0,eGFP5
35,14:23:26,0.039,2.629,0,0,eGFP5
36,14:23:27,0.105,0.786,0,0,eGFP5
37,14:23:27,0.039,0.544,0,0,eGFP5
38,14:23:29,0.084,1.927,0,0,eGFP5
39,14:23:30,0.095,0.885,0,0,eGFP5
40,14:23:31,0.039,0.500,0,0,eGFP5
41,14:23:32,0.029,1.049,0,0,eGFP5
42,14:23:47,0.085,15.721,0,0,eGFP5
43,14:23:48,0.052,0.601,0,0,eGFP5
44,14:23:49,0.039,0.566,0,0,eGFP5
45,14:23:49,0.105,0.863,0,0,eGFP5
46,14:24:00,0.193,10.693,0,0,eGFP5
47,14:24:01,0.051,0.644,0,0,eGFP5
48,14:24:05,0.050,4.330,0,0,eGFP5
49,14:24:06,0.051,0.632,0,0,eGFP5
50,14:24:06,0.106,0.599,0,0,eGFP5
51,14:24:13,0.162,6.757,0,0,eGFP5
52,14:24:14,0.083,0.654,0,0,eGFP5
53,14:24:27,0.039,12.910,0,0,eGFP5
54,14:24:28,0.117,0.928,0,0,eGFP5
55,14:24:39,0.183,11.671,0,0,eGFP5
56,14:24:40,0.062,0.588,0,0,eGFP5
57,14:24:45,0.041,4.672,0,0,eGFP5
58,14:24:45,0.050,0.566,0,0,eGFP5
59,14:24:55,0.041,10.377,0,0,eGFP5
60,14:24:58,0.051,2.465,0,0,eGFP5
61,14:24:58,0.051,0.555,0,0,eGFP5
62,14:25:00,0.051,1.390,0,0,eGFP5
63,14:25:00,0.127,0.478,0,0,eGFP5
64,14:25:04,0.194,4.023,0,0,eGFP5
65,14:25:05,0.259,0.753,0,0,eGFP5
66,14:25:06,0.139,1.115,0,0,eGFP5
67,14:25:07,0.051,0.622,0,0,eGFP5
68,14:25:08,0.052,1.215,0,0,eGFP5
69,14:25:24,0.061,15.489,0,0,eGFP5
70,14:25:26,0.687,2.563,0,0,eGFP5
71,14:25:28,0.226,1.642,0,0,eGFP5
72,14:25:42,1.456,13.800,0,0,eGFP5
73,14:25:43,0.139,1.170,0,0,eGFP5
74,14:25:47,0.062,4.648,0,0,eGFP5
75,14:25:49,0.084,2.070,0,0,eGFP5
76,14:25:50,0.085,0.755,0,0,eGFP5
77,14:25:51,0.105,1.027,0,0,eGFP5
78,14:25:52,0.073,0.709,0,0,eGFP5
79,14:25:53,0.051,1.005,0,0,eGFP5
80,14:25:54,0.095,1.401,0,0,eGFP5
81,14:25:55,0.084,0.874,0,0,eGFP5
82,14:25:56,0.051,0.830,0,0,eGFP5
83,14:25:57,0.127,1.060,0,0,eGFP5
84,14:25:58,0.051,0.676,0,0,eGFP5
85,14:26:12,1.501,14.327,0,0,eGFP5
86,14:26:13,0.173,0.843,0,0,eGFP5
87,14:26:16,0.127,2.552,0,0,eGFP5
88,14:26:16,0.051,0.556,0,0,eGFP5
89,14:26:18,0.039,2.080,0,0,eGFP5
90,14:26:20,0.084,1.796,0,0,eGFP5
91,14:26:20,0.051,0.533,0,0,eGFP5
92,14:26:23,0.040,2.059,0,0,eGFP5
93,14:26:42,0.117,19.264,0,0,eGFP5
94,14:26:42,0.115,0.576,0,0,eGFP5
95,14:26:43,0.139,1.060,0,0,eGFP5
96,14:26:44,0.073,0.666,0,0,eGFP5
97,14:26:52,0.040,7.512,0,0,eGFP5
98,14:26:55,0.193,3.287,0,0,eGFP5
99,14:26:56,0.326,1.149,0,0,eGFP5
100,14:26:57,0.094,0.983,0,0,eGFP5
101,14:26:58,0.052,0.568,0,0,eGFP5
102,14:27:00,0.041,2.378,0,0,eGFP5
103,14:27:01,0.062,0.644,0,0,eGFP5
104,14:27:01,0.040,0.764,0,0,eGFP5
105,14:27:02,0.106,0.972,0,0,eGFP5
106,14:27:13,0.051,11.057,0,0,eGFP5
107,14:27:16,1.268,2.969,0,0,eGFP5
108,14:27:30,11.802,13.788,0,0,eGFP5
109,14:27:31,0.051,0.578,0,0,eGFP5
110,14:27:32,0.063,1.281,0,0,eGFP5
111,14:27:33,0.051,0.578,0,0,eGFP5
112,14:27:35,0.051,1.927,0,0,eGFP5
113,14:27:35,0.084,0.819,0,0,eGFP5
114,14:27:38,0.205,2.257,0,0,eGFP5
115,14:27:40,0.458,2.455,0,0,eGFP5
116,14:27:41,0.062,0.654,0,0,eGFP5
117,14:27:42,0.051,1.554,0,0,eGFP5
118,14:27:43,0.315,1.171,0,0,eGFP5
119,14:27:44,0.041,0.535,0,0,eGFP5
120,14:27:48,0.062,4.330,0,0,eGFP5
121,14:28:11,0.095,22.314,0,0,eGFP5
122,14:28:12,0.117,0.983,0,0,eGFP5
123,14:28:12,0.040,0.512,0,0,eGFP5
124,14:28:14,0.040,1.445,0,0,eGFP5
125,14:30:09,0.138,115.172,0,0,eGFP5
126,14:30:10,0.117,0.929,0,0,eGFP5
127,14:30:10,0.129,0.392,0,0,eGFP5
128,14:31:32,0.183,82.421,0,0,eGFP5
129,14:31:33,0.118,0.952,0,0,eGFP5
130,14:31:36,0.435,2.761,0,0,eGFP5
131,14:31:37,0.073,0.721,0,0,eGFP5
132,14:31:37,0.051,0.533,0,0,eGFP5
133,14:31:38,0.051,0.896,0,0,eGFP5
134,14:31:39,0.051,0.589,0,0,eGFP5
135,14:31:40,0.040,1.005,0,0,eGFP5
136,14:31:41,0.075,0.700,0,0,eGFP5
137,14:31:41,0.040,0.490,0,0,eGFP5
138,14:31:42,0.040,0.512,0,0,eGFP5
139,14:31:42,0.051,0.545,0,0,eGFP5
140,14:31:43,0.040,0.621,0,0,eGFP5
141,14:31:44,0.084,1.214,0,0,eGFP5
142,14:31:45,0.041,0.512,0,0,eGFP5
143,14:31:46,0.040,1.193,0,0,eGFP5
144,14:31:47,0.075,0.788,0,0,eGFP5
145,14:31:47,0.052,0.633,0,0,eGFP5
146,14:31:48,0.040,0.457,0,0,eGFP5
147,14:31:53,0.040,5.197,0,0,eGFP5
148,14:31:54,0.457,1.258,0,0,eGFP5
