wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
0,14:11:15,0.000,0.000,1,0,eGFP5
1,14:11:15,0.029,0.457,0,0,eGFP5
2,14:11:16,0.039,0.533,0,0,eGFP5
3,14:11:16,0.040,0.632,0,0,eGFP5
4,14:11:24,0.050,7.863,0,0,eGFP5
5,14:11:25,0.028,0.423,0,0,eGFP5
6,14:11:25,0.040,0.687,0,0,eGFP5
7,14:11:54,0.062,28.853,0,0,eGFP5
8,14:11:55,0.129,1.017,0,0,eGFP5
9,14:11:56,0.073,0.918,0,0,eGFP5
10,14:12:11,0.105,14.918,0,0,eGFP5
11,14:12:12,0.072,0.731,0,0,eGFP5
12,14:12:13,0.050,0.675,0,0,eGFP5
13,14:12:13,0.073,0.775,0,0,eGFP5
14,14:12:41,0.063,28.163,0,0,eGFP5
15,14:14:21,0.314,99.405,0,0,eGFP5
16,14:14:22,0.062,0.687,0,0,eGFP5
17,14:14:22,0.074,0.787,0,0,eGFP5
18,14:14:24,0.051,2.004,0,0,eGFP5
19,14:14:27,0.358,3.035,0,0,eGFP5
20,14:14:31,0.149,3.781,0,0,eGFP5
21,14:14:32,0.062,0.632,0,0,eGFP5
22,14:14:35,0.051,2.991,0,0,eGFP5
23,14:14:37,0.951,1.828,0,0,eGFP5
24,14:14:37,0.051,0.567,0,0,eGFP5
25,14:14:38,0.041,0.556,0,0,eGFP5
26,14:14:38,0.051,0.665,0,0,eGFP5
27,14:14:39,0.073,0.709,0,0,eGFP5
28,14:14:42,0.052,3.091,0,0,eGFP5
29,14:14:49,0.402,6.415,0,0,eGFP5
30,14:14:49,0.061,0.610,0,0,eGFP5
31,14:14:50,0.040,0.577,0,0,eGFP5
32,14:14:51,0.095,1.060,0,0,eGFP5
33,14:14:51,0.051,0.588,0,0,eGFP5
34,14:14:52,0.041,0.491,0,0,eGFP5
35,14:14:53,0.040,0.534,0,0,eGFP5
36,14:14:53,0.061,0.632,0,0,eGFP5
37,14:14:54,0.050,0.533,0,0,eGFP5
38,14:14:57,0.062,3.178,0,0,eGFP5
39,14:14:57,0.061,0.599,0,0,eGFP5
40,14:14:58,0.040,0.775,0,0,eGFP5
41,14:14:59,0.083,0.797,0,0,eGFP5
42,14:15:00,0.062,0.589,0,0,eGFP5
43,14:15:00,0.041,0.557,0,0,eGFP5
44,14:15:02,0.072,1.510,0,0,eGFP5
45,14:15:02,0.083,0.698,0,0,eGFP5
46,14:15:03,0.050,0.588,0,0,eGFP5
47,14:15:06,0.051,2.684,0,0,eGFP5
48,14:15:06,0.040,0.501,0,0,eGFP5
49,14:15:07,0.039,0.676,0,0,eGFP5
50,14:15:08,0.083,0.676,0,0,eGFP5
51,14:15:08,0.030,0.469,0,0,eGFP5
52,14:15:09,0.039,0.566,0,0,eGFP5
53,14:15:09,0.062,0.610,0,0,eGFP5
54,14:15:10,0.051,0.545,0,0,eGFP5
55,14:15:21,0.050,11.440,0,0,eGFP5
56,14:15:52,0.621,30.422,0,0,eGFP5
57,14:15:52,0.052,0.765,0,0,eGFP5
58,14:15:53,0.084,0.863,0,0,eGFP5
59,14:15:56,0.063,2.367,0,0,eGFP5
60,14:15:56,0.073,0.852,0,0,eGFP5
61,14:15:57,0.050,0.632,0,0,eGFP5
62,14:16:03,0.051,5.877,0,0,eGFP5
63,14:16:06,0.062,2.662,0,0,eGFP5
64,14:16:08,0.084,2.421,0,0,eGFP5
65,14:16:09,0.039,0.599,0,0,eGFP5
66,14:16:10,0.073,1.543,0,0,eGFP5
67,14:16:11,0.051,0.522,0,0,eGFP5
68,14:16:12,0.042,1.578,0,0,eGFP5
69,14:16:13,0.061,0.621,0,0,eGFP5
70,14:16:13,0.040,0.588,0,0,eGFP5
71,14:16:15,0.084,1.445,0,0,eGFP5
72,14:16:15,0.041,0.523,0,0,eGFP5
73,14:16:16,0.040,0.940,0,0,eGFP5
74,14:16:17,0.116,0.808,0,0,eGFP5
75,14:16:18,0.040,0.544,0,0,eGFP5
76,14:16:18,0.052,0.798,0,0,eGFP5
77,14:16:19,0.040,0.534,0,0,eGFP5
78,14:16:21,0.040,1.861,0,0,eGFP5
79,14:16:21,0.051,0.545,0,0,eGFP5
80,14:16:22,0.039,0.720,0,0,eGFP5
81,14:16:24,0.149,2.311,0,0,eGFP5
82,14:16:25,0.040,0.522,0,0,eGFP5
83,14:16:28,0.051,3.321,0,0,eGFP5
84,14:16:29,0.117,0.490,0,0,eGFP5
85,14:16:30,0.150,1.072,0,0,eGFP5
86,14:16:31,0.095,0.885,0,0,eGFP5
87,14:16:31,0.063,0.568,0,0,eGFP5
88,14:16:32,0.039,0.577,0,0,eGFP5
89,14:16:34,0.073,2.509,0,0,eGFP5
90,14:16:35,0.039,0.478,0,0,eGFP5
91,14:16:35,0.040,0.512,0,0,eGFP5
92,14:16:36,0.051,1.005,0,0,eGFP5
93,14:16:37,0.062,0.567,0,0,eGFP5
94,14:16:38,0.039,0.587,0,0,eGFP5
95,14:16:40,0.084,2.037,0,0,eGFP5
96,14:16:40,0.051,0.523,0,0,eGFP5
97,14:16:43,0.039,2.651,0,0,eGFP5
98,14:16:43,0.062,0.566,0,0,eGFP5
99,14:16:46,0.029,2.849,0,0,eGFP5
100,14:16:47,0.062,0.589,0,0,eGFP5
101,14:16:47,0.041,0.688,0,0,eGFP5
102,14:16:50,0.107,2.071,0,0,eGFP5
103,14:16:50,0.062,0.567,0,0,eGFP5
104,14:16:51,0.040,0.588,0,0,eGFP5
105,14:16:52,0.073,1.061,0,0,eGFP5
106,14:16:52,0.040,0.478,0,0,eGFP5
107,14:16:53,0.040,0.808,0,0,eGFP5
108,14:17:23,0.337,30.192,0,0,eGFP5
109,14:17:24,0.084,0.731,0,0,eGFP5
110,14:17:25,0.053,0.667,0,0,eGFP5
111,14:17:25,0.051,0.611,0,0,eGFP5
112,14:17:26,0.040,0.610,0,0,eGFP5
