wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
1,00:00:43,0.091,830.561,0,0,eGFP2
2,00:08:07,195.241,443.803,0,0,eGFP2
3,00:08:16,0.670,8.626,0,0,eGFP2
4,00:27:57,0.209,1181.355,0,0,eGFP2
5,00:27:58,0.297,0.703,0,0,eGFP2
6,00:27:59,0.297,1.306,0,0,eGFP2
7,00:28:17,0.221,18.383,0,0,eGFP2
8,00:28:19,0.189,1.725,0,0,eGFP2
9,00:28:20,0.177,1.022,0,0,eGFP2
10,00:28:21,0.165,0.593,0,0,eGFP2
11,00:28:21,0.034,0.220,0,0,eGFP2
12,00:28:22,0.133,0.671,0,0,eGFP2
13,00:28:22,0.110,0.780,0,0,eGFP2
14,00:28:23,0.200,1.143,0,0,eGFP2
15,00:28:24,0.144,0.726,0,0,eGFP2
16,00:28:25,0.112,0.924,0,0,eGFP2
17,00:28:26,0.210,1.044,0,0,eGFP2
18,00:28:27,0.154,0.846,0,0,eGFP2
19,00:28:28,0.110,0.780,0,0,eGFP2
20,00:28:29,0.165,0.758,0,0,eGFP2
21,00:28:29,0.100,0.802,0,0,eGFP2
22,00:28:30,0.265,1.022,0,0,eGFP2
23,00:28:31,0.100,0.615,0,0,eGFP2
24,00:28:32,0.113,0.629,0,0,eGFP2
25,00:28:32,0.100,0.593,0,0,eGFP2
26,00:28:36,0.111,3.568,0,0,eGFP2
27,00:28:37,0.155,0.747,0,0,eGFP2
28,00:28:37,0.122,0.638,0,0,eGFP2
29,00:28:38,0.091,0.782,0,0,eGFP2
30,00:28:38,0.155,0.341,0,0,eGFP2
31,00:28:39,0.035,0.473,0,0,eGFP2
32,00:28:41,0.135,2.099,0,0,eGFP2
33,00:28:42,0.144,1.494,0,0,eGFP2
34,00:28:45,0.298,2.635,0,0,eGFP2
35,00:36:15,0.166,450.167,0,0,eGFP2
36,05:52:46,18980.689,18991.630,0,0,eGFP2
37,05:52:47,0.319,1.329,0,0,eGFP2
38,05:53:11,1.000,23.628,0,0,eGFP2
39,05:53:14,0.408,2.932,0,0,eGFP2
40,05:53:17,1.649,3.020,0,0,eGFP2
41,05:53:19,0.177,1.779,0,0,eGFP2
42,05:53:20,0.254,1.154,0,0,eGFP2
43,05:53:21,0.162,0.941,0,0,eGFP2
44,05:53:22,0.165,0.955,0,0,eGFP2
45,05:53:23,0.176,0.922,0,0,eGFP2
46,05:53:24,0.154,0.846,0,0,eGFP2
47,05:53:25,0.143,1.076,0,0,eGFP2
48,05:53:26,0.178,1.012,0,0,eGFP2
49,05:53:27,0.165,0.988,0,0,eGFP2
50,05:53:28,0.176,0.900,0,0,eGFP2
51,05:53:28,0.133,0.857,0,0,eGFP2
52,05:53:29,0.143,0.802,0,0,eGFP2
53,05:53:30,0.121,0.878,0,0,eGFP2
54,05:53:31,0.166,0.879,0,0,eGFP2
