wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
1,00:08:13,29.660,1276.979,0,0,eGFP7
2,03:39:02,1.005,12648.768,0,0,eGFP7
3,03:39:16,10.149,14.352,0,0,eGFP7
4,03:39:34,0.262,17.996,0,0,eGFP7
5,03:39:36,0.142,2.018,0,0,eGFP7
6,03:39:38,0.141,1.853,0,0,eGFP7
7,08:57:36,0.109,19078.354,0,0,eGFP7
8,08:57:47,0.231,11.249,0,0,eGFP7
9,08:59:02,0.141,74.666,0,0,eGFP7
10,08:59:08,0.163,6.232,0,0,eGFP7
11,08:59:10,0.229,1.634,0,0,eGFP7
12,08:59:11,0.087,1.152,0,0,eGFP7
13,08:59:12,0.108,1.293,0,0,eGFP7
14,08:59:13,0.122,1.197,0,0,eGFP7
15,08:59:14,0.098,1.162,0,0,eGFP7
16,08:59:16,0.120,1.744,0,0,eGFP7
17,08:59:17,0.121,1.252,0,0,eGFP7
18,08:59:19,0.119,1.711,0,0,eGFP7
19,12:09:59,0.086,11439.916,0,0,eGFP7
20,12:10:03,0.361,4.246,0,0,eGFP7
21,12:10:06,0.130,3.192,0,0,eGFP7
22,12:10:11,0.098,5.047,0,0,eGFP7
23,12:10:19,0.087,7.198,0,0,eGFP7
24,12:10:21,0.092,1.991,0,0,eGFP7
25,12:10:39,0.109,18.293,0,0,eGFP7
26,12:10:40,0.130,1.425,0,0,eGFP7
27,12:10:41,0.097,1.162,0,0,eGFP7
28,12:10:43,0.108,1.172,0,0,eGFP7
29,12:10:53,0.099,10.250,0,0,eGFP7
30,12:10:55,0.210,1.889,0,0,eGFP7
31,12:10:59,0.152,3.971,0,0,eGFP7
32,12:11:42,42.016,43.454,0,0,eGFP7
33,12:11:43,0.099,1.284,0,0,eGFP7
34,12:11:45,0.130,1.414,0,0,eGFP7
35,12:11:46,0.108,1.151,0,0,eGFP7
36,12:11:47,0.097,1.128,0,0,eGFP7
37,12:11:52,0.108,4.696,0,0,eGFP7
38,12:11:53,0.097,0.997,0,0,eGFP7
39,12:11:54,0.097,0.975,0,0,eGFP7
40,12:11:55,0.064,0.931,0,0,eGFP7
41,12:11:56,0.088,1.240,0,0,eGFP7
42,12:11:57,0.086,0.953,0,0,eGFP7
43,12:11:58,0.077,0.867,0,0,eGFP7
44,12:11:59,0.064,0.898,0,0,eGFP7
45,12:12:00,0.087,1.074,0,0,eGFP7
46,12:12:01,0.109,1.151,0,0,eGFP7
47,12:12:02,0.097,1.019,0,0,eGFP7
48,12:12:03,0.086,0.975,0,0,eGFP7
49,12:12:04,0.088,0.955,0,0,eGFP7
50,12:12:05,0.065,1.008,0,0,eGFP7
51,12:12:06,0.087,0.943,0,0,eGFP7
52,12:12:07,0.064,1.041,0,0,eGFP7
53,12:12:12,0.284,5.595,0,0,eGFP7
54,12:12:17,0.229,4.235,0,0,eGFP7
55,12:12:20,0.108,2.830,0,0,eGFP7
56,12:12:21,0.075,1.293,0,0,eGFP7
57,12:12:22,0.121,1.131,0,0,eGFP7
58,12:12:23,0.077,1.032,0,0,eGFP7
59,12:12:25,0.097,2.500,0,0,eGFP7
60,12:12:26,0.076,0.844,0,0,eGFP7
61,12:12:27,0.075,1.030,0,0,eGFP7
62,12:12:28,0.076,0.954,0,0,eGFP7
63,12:12:29,0.108,0.876,0,0,eGFP7
64,12:12:30,0.054,0.899,0,0,eGFP7
65,12:12:31,0.110,0.944,0,0,eGFP7
66,12:12:33,0.064,1.963,0,0,eGFP7
67,12:12:34,0.064,0.866,0,0,eGFP7
68,12:12:35,0.086,1.052,0,0,eGFP7
69,12:12:36,0.064,0.800,0,0,eGFP7
70,12:12:40,0.086,3.894,0,0,eGFP7
71,12:12:40,0.076,0.800,0,0,eGFP7
72,12:12:41,0.065,1.008,0,0,eGFP7
73,12:12:46,0.099,4.104,0,0,eGFP7
74,12:12:46,0.065,0.844,0,0,eGFP7
75,12:12:47,0.064,0.899,0,0,eGFP7
76,12:12:50,0.075,2.259,0,0,eGFP7
77,12:12:50,0.120,0.877,0,0,eGFP7
78,12:12:51,0.054,0.953,0,0,eGFP7
79,12:12:56,0.087,4.949,0,0,eGFP7
80,12:12:57,0.064,0.701,0,0,eGFP7
81,12:12:58,0.054,0.921,0,0,eGFP7
82,12:13:00,0.110,2.502,0,0,eGFP7
