wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
1,00:00:00,0.195,2.160,0,0,eGFP7
2,00:00:04,0.265,3.930,0,0,eGFP7
3,00:00:06,0.184,2.763,0,0,eGFP7
4,00:00:09,0.316,2.577,0,0,eGFP7
5,00:00:14,0.985,4.859,0,0,eGFP7
6,00:00:18,0.206,4.474,0,0,eGFP7
7,00:00:19,0.625,1.031,0,0,eGFP7
8,00:00:24,0.184,4.420,0,0,eGFP7
9,00:00:27,0.316,3.498,0,0,eGFP7
10,07:16:36,0.261,26168.902,0,0,eGFP7
11,12:01:34,10.126,17099.110,0,0,eGFP7
12,12:01:43,0.974,8.107,0,0,eGFP7
13,12:02:12,14.867,29.374,0,0,eGFP7
14,12:02:18,0.494,5.849,0,0,eGFP7
15,12:02:25,0.239,7.230,0,0,eGFP7
16,12:02:27,0.767,1.469,0,0,eGFP7
17,12:02:39,0.426,12.113,0,0,eGFP7
18,12:02:48,0.657,9.820,0,0,eGFP7
19,12:02:52,1.391,3.312,0,0,eGFP7
20,12:02:58,0.316,6.319,0,0,eGFP7
21,12:03:01,0.239,2.807,0,0,eGFP7
22,12:03:03,0.217,2.280,0,0,eGFP7
23,12:03:10,0.228,7.153,0,0,eGFP7
24,12:03:15,0.296,4.367,0,0,eGFP7
25,12:03:16,0.294,1.721,0,0,eGFP7
26,12:03:20,0.140,3.378,0,0,eGFP7
27,12:03:25,0.228,5.550,0,0,eGFP7
28,12:03:35,0.426,9.370,0,0,eGFP7
29,12:03:41,0.263,6.749,0,0,eGFP7
30,12:03:44,0.568,3.037,0,0,eGFP7
31,12:03:49,0.163,4.146,0,0,eGFP7
32,12:03:50,0.143,1.460,0,0,eGFP7
33,12:03:51,0.118,1.139,0,0,eGFP7
34,12:04:08,0.491,16.963,0,0,eGFP7
35,12:04:10,0.306,1.370,0,0,eGFP7
36,12:04:13,0.239,3.367,0,0,eGFP7
37,12:04:21,2.770,7.960,0,0,eGFP7
38,12:04:23,0.338,2.039,0,0,eGFP7
39,12:04:24,0.260,1.193,0,0,eGFP7
40,12:04:33,3.148,8.449,0,0,eGFP7
41,12:04:39,0.183,5.989,0,0,eGFP7
42,12:04:46,0.260,7.284,0,0,eGFP7
43,12:04:49,0.348,3.640,0,0,eGFP7
