wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
0,15:27:43,0.000,0.000,1,0,eGFP7
1,15:27:52,0.000,0.000,1,0,eGFP7
2,15:27:52,0.032,0.219,0,0,eGFP7
3,15:28:03,4.513,10.430,0,0,eGFP7
4,15:28:04,0.481,1.678,0,0,eGFP7
5,15:28:12,7.178,7.552,0,0,eGFP7
6,15:28:15,0.339,2.820,0,0,eGFP7
7,15:28:17,1.820,2.347,0,0,eGFP7
8,15:28:18,0.789,1.173,0,0,eGFP7
9,15:28:19,0.568,1.062,0,0,eGFP7
10,15:28:20,0.581,0.899,0,0,eGFP7
11,15:28:20,0.086,0.218,0,0,eGFP7
12,15:28:21,0.217,0.327,0,0,eGFP7
13,15:28:21,0.063,0.173,0,0,eGFP7
14,15:28:21,0.066,0.176,0,0,eGFP7
15,15:28:21,0.062,0.194,0,0,eGFP7
16,15:28:21,0.042,0.184,0,0,eGFP7
17,15:28:22,0.033,0.175,0,0,eGFP7
18,15:28:22,0.032,0.186,0,0,eGFP7
19,15:28:22,0.029,0.183,0,0,eGFP7
20,15:28:22,0.030,0.184,0,0,eGFP7
21,15:28:22,0.031,0.196,0,0,eGFP7
22,15:28:23,0.031,0.195,0,0,eGFP7
23,15:28:23,0.031,0.163,0,0,eGFP7
24,15:28:23,0.243,0.364,0,0,eGFP7
25,15:28:25,0.166,1.527,0,0,eGFP7
26,15:28:25,0.670,0.769,0,0,eGFP7
27,15:28:26,0.086,0.898,0,0,eGFP7
28,15:28:28,1.813,1.989,0,0,eGFP7
29,15:28:29,0.089,0.759,0,0,eGFP7
30,15:28:32,2.728,3.167,0,0,eGFP7
31,15:28:34,0.369,1.719,0,0,eGFP7
32,15:28:35,0.840,1.247,0,0,eGFP7
33,15:28:36,0.500,0.609,0,0,eGFP7
34,15:28:37,0.052,1.183,0,0,eGFP7
35,15:28:39,0.170,2.300,0,0,eGFP7
36,15:28:41,0.083,1.510,0,0,eGFP7
37,15:28:41,0.358,0.599,0,0,eGFP7
38,15:28:42,0.204,0.270,0,0,eGFP7
39,15:28:44,0.456,2.827,0,0,eGFP7
40,15:28:45,0.127,0.357,0,0,eGFP7
41,15:28:46,0.314,1.401,0,0,eGFP7
42,15:28:49,0.809,2.565,0,0,eGFP7
43,15:28:49,0.041,0.118,0,0,eGFP7
44,15:28:49,0.171,0.610,0,0,eGFP7
45,15:28:51,0.390,1.170,0,0,eGFP7
46,15:28:51,0.390,0.566,0,0,eGFP7
47,15:28:52,0.149,0.643,0,0,eGFP7
48,15:28:53,1.071,1.214,0,0,eGFP7
49,15:28:54,0.555,0.741,0,0,eGFP7
50,15:28:54,0.149,0.314,0,0,eGFP7
51,15:28:54,0.129,0.326,0,0,eGFP7
52,15:28:55,0.116,0.347,0,0,eGFP7
53,15:28:55,0.127,0.456,0,0,eGFP7
54,15:28:57,0.983,1.269,0,0,eGFP7
55,15:28:57,0.456,0.555,0,0,eGFP7
56,15:28:58,0.544,0.698,0,0,eGFP7
57,15:28:59,0.643,0.819,0,0,eGFP7
58,15:29:00,0.058,1.836,0,0,eGFP7
59,15:29:01,0.293,0.633,0,0,eGFP7
60,15:29:01,0.083,0.214,0,0,eGFP7
61,15:29:01,0.050,0.094,0,0,eGFP7
62,15:29:03,0.192,1.410,0,0,eGFP7
63,15:29:03,0.225,0.269,0,0,eGFP7
64,15:29:03,0.193,0.434,0,0,eGFP7
65,15:29:04,0.083,0.763,0,0,eGFP7
66,15:29:05,0.127,0.291,0,0,eGFP7
67,15:29:07,0.116,2.355,0,0,eGFP7
68,15:29:08,0.216,0.655,0,0,eGFP7
69,15:31:55,0.083,167.672,0,0,eGFP7
70,15:31:58,2.465,2.508,0,0,eGFP7
71,15:32:00,0.676,2.015,0,0,eGFP7
72,15:32:03,2.049,2.796,0,0,eGFP7
73,15:32:03,0.686,0.851,0,0,eGFP7
74,15:32:05,0.478,1.268,0,0,eGFP7
75,15:32:05,0.093,0.379,0,0,eGFP7
76,15:33:38,0.000,0.000,1,0,eGFP7
77,15:33:38,0.392,0.534,0,0,eGFP7
78,15:33:38,0.119,0.130,0,0,eGFP7
79,15:33:40,2.128,2.160,0,0,eGFP7
80,15:33:41,0.275,0.308,0,0,eGFP7
81,15:33:41,0.075,0.141,0,0,eGFP7
82,15:33:41,0.188,0.364,0,0,eGFP7
83,15:33:42,0.142,0.329,0,0,eGFP7
84,15:33:42,0.063,0.107,0,0,eGFP7
85,15:33:42,0.033,0.220,0,0,eGFP7
86,15:33:43,0.525,0.942,0,0,eGFP7
87,15:33:44,0.734,1.568,0,0,eGFP7
88,15:33:46,0.485,1.737,0,0,eGFP7
89,15:33:48,0.722,1.567,0,0,eGFP7
90,15:33:50,2.185,2.415,0,0,eGFP7
91,15:33:52,0.371,1.864,0,0,eGFP7
92,15:33:55,1.984,2.819,0,0,eGFP7
93,15:33:56,0.480,1.500,0,0,eGFP7
94,15:33:58,0.129,1.358,0,0,eGFP7
95,15:34:00,1.383,2.349,0,0,eGFP7
96,15:34:01,0.426,0.668,0,0,eGFP7
97,15:34:01,0.250,0.536,0,0,eGFP7
98,15:34:02,0.251,0.547,0,0,eGFP7
99,15:34:02,0.283,0.667,0,0,eGFP7
100,15:34:03,0.458,0.568,0,0,eGFP7
101,15:34:03,0.275,0.352,0,0,eGFP7
102,15:34:04,0.088,0.198,0,0,eGFP7
103,15:34:04,0.085,0.184,0,0,eGFP7
104,15:34:04,0.086,0.196,0,0,eGFP7
105,15:34:04,0.086,0.196,0,0,eGFP7
106,15:34:04,0.086,0.196,0,0,eGFP7
107,15:34:05,0.095,0.205,0,0,eGFP7
108,15:34:05,0.086,0.207,0,0,eGFP7
109,15:34:05,0.098,0.218,0,0,eGFP7
110,15:34:05,0.087,0.208,0,0,eGFP7
111,15:34:05,0.097,0.229,0,0,eGFP7
112,15:34:06,0.097,0.217,0,0,eGFP7
113,15:34:06,0.099,0.241,0,0,eGFP7
114,15:34:06,0.096,0.228,0,0,eGFP7
115,15:34:06,0.107,0.250,0,0,eGFP7
116,15:34:07,0.109,0.240,0,0,eGFP7
117,15:34:07,0.120,0.263,0,0,eGFP7
118,15:34:07,0.117,0.271,0,0,eGFP7
119,15:34:07,0.121,0.275,0,0,eGFP7
120,15:34:08,0.128,0.293,0,0,eGFP7
121,15:34:08,0.117,0.293,0,0,eGFP7
122,15:34:08,0.130,0.305,0,0,eGFP7
123,15:34:09,0.141,0.328,0,0,eGFP7
124,15:34:09,0.141,0.338,0,0,eGFP7
125,15:34:09,0.152,0.349,0,0,eGFP7
126,15:34:10,0.163,0.372,0,0,eGFP7
127,15:34:10,0.174,0.404,0,0,eGFP7
128,15:34:11,0.185,0.426,0,0,eGFP7
129,15:34:11,0.207,0.470,0,0,eGFP7
130,15:34:11,0.219,0.516,0,0,eGFP7
131,15:34:12,0.150,0.754,0,0,eGFP7
132,15:34:12,0.085,0.161,0,0,eGFP7
133,15:34:13,0.382,0.503,0,0,eGFP7
134,15:34:13,0.119,0.251,0,0,eGFP7
135,15:34:13,0.119,0.261,0,0,eGFP7
136,15:34:14,0.107,0.260,0,0,eGFP7
137,15:34:14,0.119,0.262,0,0,eGFP7
138,15:34:14,0.130,0.283,0,0,eGFP7
139,15:34:15,0.129,0.282,0,0,eGFP7
140,15:34:15,0.140,0.305,0,0,eGFP7
141,15:34:15,0.139,0.304,0,0,eGFP7
142,15:34:15,0.150,0.326,0,0,eGFP7
143,15:34:16,0.162,0.349,0,0,eGFP7
144,15:34:16,0.165,0.362,0,0,eGFP7
145,15:34:17,0.173,0.381,0,0,eGFP7
146,15:34:17,0.195,0.414,0,0,eGFP7
147,15:34:17,0.207,0.448,0,0,eGFP7
148,15:34:19,0.229,1.788,0,0,eGFP7
149,15:34:21,0.238,1.479,0,0,eGFP7
150,15:34:22,0.546,1.018,0,0,eGFP7
151,15:34:24,1.227,2.731,0,0,eGFP7
152,15:34:25,0.538,0.856,0,0,eGFP7
153,15:34:26,0.579,0.886,0,0,eGFP7
154,15:34:27,0.590,0.930,0,0,eGFP7
155,15:34:28,0.209,1.230,0,0,eGFP7
156,15:34:29,0.076,0.581,0,0,eGFP7
157,15:34:30,0.305,0.810,0,0,eGFP7
158,15:34:30,0.043,0.602,0,0,eGFP7
159,15:34:31,0.240,0.755,0,0,eGFP7
160,15:34:32,0.033,0.494,0,0,eGFP7
161,15:34:33,0.210,0.978,0,0,eGFP7
162,15:34:42,0.000,0.000,1,0,eGFP7
163,15:34:43,0.148,0.949,0,0,eGFP7
164,15:34:43,0.116,0.401,0,0,eGFP7
165,15:34:46,0.357,2.475,0,0,eGFP7
166,15:34:46,0.082,0.126,0,0,eGFP7
167,15:34:47,0.335,0.445,0,0,eGFP7
168,15:34:47,0.126,0.324,0,0,eGFP7
169,15:34:49,0.359,1.697,0,0,eGFP7
170,15:34:49,0.171,0.335,0,0,eGFP7
171,15:34:49,0.302,0.511,0,0,eGFP7
172,15:34:50,0.346,0.609,0,0,eGFP7
173,15:34:51,0.465,0.861,0,0,eGFP7
174,15:34:54,1.059,3.012,0,0,eGFP7
175,15:34:55,0.467,1.038,0,0,eGFP7
176,15:34:58,1.750,3.418,0,0,eGFP7
177,15:34:59,0.379,0.588,0,0,eGFP7
178,15:35:00,0.457,0.797,0,0,eGFP7
179,15:35:01,0.719,1.773,0,0,eGFP7
180,15:35:04,1.652,3.013,0,0,eGFP7
181,15:35:05,0.346,0.565,0,0,eGFP7
182,15:35:07,0.434,1.586,0,0,eGFP7
183,15:37:05,3.573,118.054,0,0,eGFP7
184,15:37:06,1.059,1.476,0,0,eGFP7
185,15:37:07,0.511,0.719,0,0,eGFP7
186,15:37:08,0.919,1.248,0,0,eGFP7
187,15:37:09,0.886,1.116,0,0,eGFP7
188,15:37:11,1.125,1.367,0,0,eGFP7
189,15:37:13,0.094,2.716,0,0,eGFP7
190,15:37:14,1.005,1.147,0,0,eGFP7
191,15:37:15,0.039,0.402,0,0,eGFP7
192,15:37:21,3.638,6.447,0,0,eGFP7
193,15:37:22,0.269,0.555,0,0,eGFP7
194,15:37:27,3.409,4.890,0,0,eGFP7
195,15:37:47,0.402,20.428,0,0,eGFP7
196,15:39:50,0.000,0.000,1,0,eGFP7
197,15:39:50,0.033,0.230,0,0,eGFP7
198,15:39:50,0.030,0.205,0,0,eGFP7
199,15:39:51,0.030,0.436,0,0,eGFP7
200,15:39:51,0.031,0.481,0,0,eGFP7
201,15:40:09,0.032,17.979,0,0,eGFP7
202,15:40:09,0.029,0.381,0,0,eGFP7
203,15:40:10,0.032,0.405,0,0,eGFP7
204,15:40:10,0.030,0.436,0,0,eGFP7
205,15:40:11,0.030,1.051,0,0,eGFP7
206,15:40:12,0.141,0.558,0,0,eGFP7
207,15:40:12,0.129,0.514,0,0,eGFP7
208,15:40:14,0.813,1.186,0,0,eGFP7
209,15:40:14,0.033,0.319,0,0,eGFP7
210,15:40:14,0.033,0.363,0,0,eGFP7
211,15:40:15,0.031,0.372,0,0,eGFP7
212,15:40:15,0.032,0.406,0,0,eGFP7
213,15:40:15,0.029,0.446,0,0,eGFP7
214,15:40:16,0.034,0.495,0,0,eGFP7
215,15:40:17,0.044,0.603,0,0,eGFP7
216,15:40:33,0.000,0.000,1,0,eGFP7
217,15:40:34,0.038,0.434,0,0,eGFP7
218,15:40:34,0.038,0.466,0,0,eGFP7
219,16:46:15,0.049,3941.228,0,0,eGFP7
220,16:46:46,29.315,30.501,0,0,eGFP7
221,16:46:48,0.433,2.101,0,0,eGFP7
222,16:47:13,4.439,24.544,0,0,eGFP7
223,16:47:25,8.982,12.855,0,0,eGFP7
224,16:47:56,20.373,30.360,0,0,eGFP7
225,16:51:28,13.744,211.804,0,0,eGFP7
226,16:51:29,0.894,1.212,0,0,eGFP7
227,16:51:32,0.149,3.331,0,0,eGFP7
228,16:51:52,0.194,20.112,0,0,eGFP7
229,16:52:30,0.117,37.999,0,0,eGFP7
230,16:52:31,0.039,0.324,0,0,eGFP7
231,17:05:35,0.390,784.495,0,0,eGFP7
232,17:14:53,12.428,558.145,0,0,eGFP7
233,17:15:46,13.942,53.075,0,0,eGFP7
234,17:16:44,0.324,57.993,0,0,eGFP7
235,17:28:01,36.932,676.762,0,0,eGFP7
236,17:28:41,20.868,40.171,0,0,eGFP7
237,17:42:46,3.671,845.138,0,0,eGFP7
238,17:45:00,27.637,133.998,0,0,eGFP7
239,17:55:35,0.433,634.973,0,0,eGFP7
240,17:57:42,112.969,126.709,0,0,eGFP7
241,18:15:15,441.345,1052.719,0,0,eGFP7
242,18:16:55,0.293,100.519,0,0,eGFP7
243,18:19:59,100.744,184.169,0,0,eGFP7
244,19:35:35,482.530,4535.391,0,0,eGFP7
245,21:40:28,0.161,7493.007,0,0,eGFP7
246,22:00:02,3.122,1174.907,0,0,eGFP7
247,22:53:17,3106.842,3194.953,0,0,eGFP7
248,22:54:01,15.841,44.033,0,0,eGFP7
249,22:57:42,217.844,220.456,0,0,eGFP7
250,23:05:32,8.258,469.815,0,0,eGFP7
251,23:12:11,10.003,399.043,0,0,eGFP7
252,23:22:20,17.487,609.635,0,0,eGFP7
253,23:27:30,9.500,309.969,0,0,eGFP7
254,23:27:56,1.553,26.025,0,0,eGFP7
