wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
1,01:05:23,1.537,8683.352,0,0,eGFP1
2,01:05:49,1.430,26.265,0,0,eGFP1
3,01:05:54,0.461,4.971,0,0,eGFP1
4,01:05:57,0.450,3.106,0,0,eGFP1
5,01:06:01,2.063,3.204,0,0,eGFP1
6,01:06:06,0.396,4.896,0,0,eGFP1
7,01:06:07,0.505,1.229,0,0,eGFP1
8,03:36:24,0.439,9017.884,0,0,eGFP1
9,03:36:35,0.647,10.436,0,0,eGFP1
10,03:36:37,0.681,2.546,0,0,eGFP1
11,03:37:14,0.571,36.840,0,0,eGFP1
12,12:02:12,0.428,30298.562,0,0,eGFP1
13,12:02:34,20.966,21.713,0,0,eGFP1
14,12:02:55,0.452,21.555,0,0,eGFP1
15,12:02:56,0.154,0.878,0,0,eGFP1
16,12:02:57,0.121,0.900,0,0,eGFP1
17,12:02:58,0.132,0.692,0,0,eGFP1
18,12:02:58,0.110,0.680,0,0,eGFP1
19,12:02:59,0.110,0.637,0,0,eGFP1
20,12:03:00,0.099,0.757,0,0,eGFP1
21,12:03:00,0.121,0.692,0,0,eGFP1
22,12:03:01,0.111,0.605,0,0,eGFP1
23,12:03:02,0.088,0.593,0,0,eGFP1
24,12:03:02,0.099,0.603,0,0,eGFP1
25,12:03:08,0.099,5.564,0,0,eGFP1
26,12:03:24,13.178,16.152,0,0,eGFP1
27,12:03:25,0.659,1.361,0,0,eGFP1
28,12:03:27,0.283,1.392,0,0,eGFP1
29,12:03:27,0.131,0.789,0,0,eGFP1
30,12:03:28,0.099,0.647,0,0,eGFP1
31,12:03:29,0.097,0.613,0,0,eGFP1
32,12:03:32,0.097,3.828,0,0,eGFP1
33,12:03:33,0.174,0.920,0,0,eGFP1
34,12:03:34,0.108,0.668,0,0,eGFP1
35,12:03:35,0.107,0.612,0,0,eGFP1
36,12:03:35,0.097,0.635,0,0,eGFP1
37,12:04:44,0.108,68.454,0,0,eGFP1
38,12:04:53,7.208,9.370,0,0,eGFP1
39,12:04:54,0.394,1.327,0,0,eGFP1
40,12:04:55,0.174,0.865,0,0,eGFP1
41,12:04:56,0.141,0.723,0,0,eGFP1
42,12:04:57,0.129,0.678,0,0,eGFP1
43,12:04:57,0.109,0.658,0,0,eGFP1
44,12:04:58,0.119,0.646,0,0,eGFP1
45,12:04:59,0.108,0.645,0,0,eGFP1
46,12:04:59,0.108,0.657,0,0,eGFP1
47,12:05:00,0.109,0.625,0,0,eGFP1
48,12:05:01,0.119,0.635,0,0,eGFP1
49,12:05:01,0.108,0.601,0,0,eGFP1
50,12:05:02,0.097,0.558,0,0,eGFP1
51,12:05:02,0.097,0.558,0,0,eGFP1
52,12:05:04,0.108,1.260,0,0,eGFP1
53,12:05:06,1.326,2.314,0,0,eGFP1
54,12:05:07,0.163,0.821,0,0,eGFP1
55,12:05:07,0.132,0.724,0,0,eGFP1
56,12:05:08,0.119,0.646,0,0,eGFP1
57,12:05:09,0.108,0.602,0,0,eGFP1
58,12:05:09,0.098,0.603,0,0,eGFP1
59,12:05:10,0.119,0.678,0,0,eGFP1
60,12:05:11,0.141,0.844,0,0,eGFP1
61,12:06:48,0.217,96.920,0,0,eGFP1
62,12:07:48,50.554,59.904,0,0,eGFP1
63,12:09:43,0.680,115.776,0,0,eGFP1
64,12:09:47,0.459,3.762,0,0,eGFP1
65,12:09:49,0.503,1.535,0,0,eGFP1
66,12:09:54,0.184,5.639,0,0,eGFP1
67,12:09:56,0.481,1.424,0,0,eGFP1
68,12:12:23,0.207,147.446,0,0,eGFP1
69,12:12:25,0.634,1.578,0,0,eGFP1
70,12:12:26,0.207,1.063,0,0,eGFP1
71,12:12:27,0.185,0.909,0,0,eGFP1
72,12:12:28,0.144,0.989,0,0,eGFP1
73,12:15:58,26.543,210.303,0,0,eGFP1
74,12:48:17,21.145,1939.536,0,0,eGFP1
75,12:48:20,0.558,2.358,0,0,eGFP1
76,12:48:22,1.052,2.391,0,0,eGFP1
77,12:48:24,0.470,1.403,0,0,eGFP1
78,12:48:25,0.195,0.876,0,0,eGFP1
79,12:48:25,0.119,0.678,0,0,eGFP1
80,12:48:26,0.121,0.681,0,0,eGFP1
81,12:48:44,0.130,18.379,0,0,eGFP1
82,12:48:46,0.525,1.722,0,0,eGFP1
83,12:48:47,0.261,1.183,0,0,eGFP1
84,12:48:48,0.185,0.909,0,0,eGFP1
85,12:48:49,0.141,0.734,0,0,eGFP1
86,12:48:49,0.119,0.635,0,0,eGFP1
87,12:48:50,0.109,0.570,0,0,eGFP1
88,12:48:51,0.098,0.614,0,0,eGFP1
89,12:48:51,0.130,0.690,0,0,eGFP1
90,12:48:52,0.108,0.602,0,0,eGFP1
91,12:48:53,0.097,0.602,0,0,eGFP1
92,12:48:53,0.119,0.645,0,0,eGFP1
93,12:48:54,0.109,0.602,0,0,eGFP1
94,12:48:54,0.098,0.613,0,0,eGFP1
95,12:48:55,0.108,0.602,0,0,eGFP1
96,12:48:56,0.108,0.580,0,0,eGFP1
97,12:48:56,0.096,0.579,0,0,eGFP1
98,12:48:57,0.119,0.679,0,0,eGFP1
99,12:48:58,0.119,0.744,0,0,eGFP1
100,12:48:58,0.130,0.778,0,0,eGFP1
101,12:48:59,0.164,0.856,0,0,eGFP1
102,12:49:00,0.141,0.700,0,0,eGFP1
103,12:49:01,0.119,0.613,0,0,eGFP1
104,12:49:01,0.097,0.569,0,0,eGFP1
105,12:49:02,0.099,0.571,0,0,eGFP1
106,12:49:02,0.097,0.547,0,0,eGFP1
107,12:49:03,0.097,0.525,0,0,eGFP1
108,12:49:03,0.097,0.536,0,0,eGFP1
109,12:49:04,0.108,0.679,0,0,eGFP1
110,12:49:05,0.130,0.657,0,0,eGFP1
111,12:49:05,0.119,0.657,0,0,eGFP1
112,12:49:06,0.119,0.602,0,0,eGFP1
113,12:49:07,0.109,0.691,0,0,eGFP1
114,13:52:33,0.207,3806.975,0,0,eGFP1
115,13:52:49,6.462,16.032,0,0,eGFP1
116,13:52:51,0.461,1.909,0,0,eGFP1
117,13:52:53,0.361,1.206,0,0,eGFP1
118,13:52:54,0.185,1.074,0,0,eGFP1
119,13:52:54,0.207,0.887,0,0,eGFP1
120,13:52:55,0.141,0.690,0,0,eGFP1
121,13:52:56,0.109,0.581,0,0,eGFP1
122,13:52:56,0.097,0.580,0,0,eGFP1
123,13:52:57,0.097,0.591,0,0,eGFP1
124,13:52:57,0.098,0.536,0,0,eGFP1
125,13:52:58,0.109,0.603,0,0,eGFP1
126,13:53:04,0.108,5.803,0,0,eGFP1
127,13:53:06,0.646,2.084,0,0,eGFP1
128,13:53:07,0.207,0.909,0,0,eGFP1
129,13:53:08,0.130,0.657,0,0,eGFP1
130,13:53:08,0.122,0.605,0,0,eGFP1
131,13:53:09,0.097,0.569,0,0,eGFP1
132,13:53:09,0.108,0.580,0,0,eGFP1
133,13:53:10,0.097,0.558,0,0,eGFP1
134,13:53:11,0.098,0.657,0,0,eGFP1
135,13:53:11,0.130,0.701,0,0,eGFP1
136,13:53:12,0.119,0.624,0,0,eGFP1
137,13:53:12,0.108,0.602,0,0,eGFP1
138,13:53:13,0.099,0.560,0,0,eGFP1
139,13:53:14,0.097,0.569,0,0,eGFP1
140,13:53:14,0.097,0.569,0,0,eGFP1
141,13:53:15,0.097,0.536,0,0,eGFP1
142,13:53:15,0.087,0.504,0,0,eGFP1
143,13:53:16,0.086,0.492,0,0,eGFP1
144,13:53:16,0.077,0.516,0,0,eGFP1
145,13:53:17,0.097,0.536,0,0,eGFP1
146,13:53:17,0.091,0.519,0,0,eGFP1
147,13:53:18,0.086,0.602,0,0,eGFP1
148,13:53:18,0.119,0.646,0,0,eGFP1
149,13:53:19,0.109,0.636,0,0,eGFP1
150,13:53:20,0.108,0.569,0,0,eGFP1
151,13:53:20,0.097,0.580,0,0,eGFP1
152,13:53:21,0.119,0.690,0,0,eGFP1
153,13:53:22,0.119,0.624,0,0,eGFP1
154,13:53:22,0.110,0.593,0,0,eGFP1
155,13:53:23,0.097,0.536,0,0,eGFP1
156,13:53:23,0.097,0.591,0,0,eGFP1
157,13:53:24,0.120,0.646,0,0,eGFP1
158,13:53:25,0.110,0.582,0,0,eGFP1
159,13:53:25,0.097,0.646,0,0,eGFP1
160,13:53:27,0.668,1.754,0,0,eGFP1
161,13:53:28,0.186,0.888,0,0,eGFP1
162,13:53:29,0.141,0.745,0,0,eGFP1
163,13:53:29,0.132,0.647,0,0,eGFP1
164,13:53:30,0.109,0.581,0,0,eGFP1
165,13:53:30,0.097,0.569,0,0,eGFP1
166,13:53:31,0.097,0.690,0,0,eGFP1
167,13:53:32,0.207,0.975,0,0,eGFP1
168,13:53:33,0.153,0.767,0,0,eGFP1
169,13:53:33,0.119,0.646,0,0,eGFP1
170,13:53:34,0.120,0.635,0,0,eGFP1
171,13:53:35,0.110,0.648,0,0,eGFP1
172,13:53:35,0.110,0.614,0,0,eGFP1
173,13:53:36,0.098,0.625,0,0,eGFP1
174,13:53:37,0.119,0.646,0,0,eGFP1
175,13:53:37,0.097,0.613,0,0,eGFP1
176,13:53:38,0.108,0.580,0,0,eGFP1
177,13:53:38,0.098,0.537,0,0,eGFP1
178,13:53:39,0.097,0.536,0,0,eGFP1
179,13:53:39,0.099,0.549,0,0,eGFP1
180,13:53:40,0.086,0.525,0,0,eGFP1
181,13:53:41,0.087,0.570,0,0,eGFP1
182,13:53:41,0.119,0.657,0,0,eGFP1
183,13:53:42,0.130,0.657,0,0,eGFP1
184,13:53:42,0.119,0.646,0,0,eGFP1
185,13:53:43,0.109,0.624,0,0,eGFP1
186,13:54:36,0.131,53.146,0,0,eGFP1
187,13:54:38,0.627,2.021,0,0,eGFP1
188,13:55:01,6.276,22.616,0,0,eGFP1
189,13:55:03,0.833,1.941,0,0,eGFP1
190,13:55:04,0.438,1.448,0,0,eGFP1
191,13:55:05,0.207,0.986,0,0,eGFP1
192,13:55:06,0.164,0.910,0,0,eGFP1
193,13:55:07,0.174,0.811,0,0,eGFP1
194,13:55:08,0.130,0.690,0,0,eGFP1
195,13:55:08,0.108,0.624,0,0,eGFP1
196,13:55:09,0.110,0.593,0,0,eGFP1
197,13:55:09,0.108,0.558,0,0,eGFP1
198,13:55:10,0.098,0.581,0,0,eGFP1
199,13:55:11,0.097,0.547,0,0,eGFP1
200,13:55:11,0.098,0.537,0,0,eGFP1
201,13:55:12,0.099,0.603,0,0,eGFP1
202,13:55:12,0.131,0.680,0,0,eGFP1
203,13:55:13,0.108,0.602,0,0,eGFP1
204,13:55:14,0.099,0.571,0,0,eGFP1
205,13:55:14,0.119,0.657,0,0,eGFP1
206,13:55:15,0.108,0.602,0,0,eGFP1
207,13:55:15,0.109,0.570,0,0,eGFP1
208,13:55:16,0.097,0.679,0,0,eGFP1
209,13:55:17,0.152,0.701,0,0,eGFP1
210,13:55:17,0.120,0.602,0,0,eGFP1
211,13:55:18,0.109,0.603,0,0,eGFP1
212,13:55:19,0.099,0.582,0,0,eGFP1
213,13:55:19,0.097,0.525,0,0,eGFP1
214,13:55:20,0.098,0.526,0,0,eGFP1
215,13:55:20,0.088,0.527,0,0,eGFP1
216,13:55:21,0.097,0.536,0,0,eGFP1
217,13:55:21,0.087,0.515,0,0,eGFP1
218,13:55:22,0.109,0.624,0,0,eGFP1
219,13:55:23,0.153,0.745,0,0,eGFP1
220,13:55:23,0.132,0.725,0,0,eGFP1
221,13:55:24,0.119,0.745,0,0,eGFP1
222,13:55:25,0.163,0.723,0,0,eGFP1
223,13:55:25,0.131,0.647,0,0,eGFP1
224,13:55:26,0.119,0.624,0,0,eGFP1
225,13:55:27,0.109,0.657,0,0,eGFP1
226,13:59:45,0.142,258.635,0,0,eGFP1
227,13:59:49,0.240,3.258,0,0,eGFP1
228,13:59:50,0.614,1.876,0,0,eGFP1
229,14:00:06,3.897,15.540,0,0,eGFP1
230,14:00:42,1.426,36.268,0,0,eGFP1
231,14:00:53,7.747,10.688,0,0,eGFP1
232,14:00:55,0.833,2.205,0,0,eGFP1
233,14:01:03,3.555,7.747,0,0,eGFP1
