wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
1,02:04:31,0.251,10935.522,0,0,eGFP6
2,02:04:35,0.291,4.319,0,0,eGFP6
3,02:04:50,0.396,14.662,0,0,eGFP6
4,02:04:53,0.386,2.932,0,0,eGFP6
5,11:05:03,136.431,32410.640,0,0,eGFP6
6,11:05:05,0.272,2.521,0,0,eGFP6
7,11:05:09,0.178,3.854,0,0,eGFP6
8,11:06:24,0.210,74.984,0,0,eGFP6
9,11:06:27,0.759,2.361,0,0,eGFP6
10,11:06:39,10.525,11.974,0,0,eGFP6
11,11:07:49,36.731,70.552,0,0,eGFP6
12,11:07:54,0.232,4.830,0,0,eGFP6
13,11:07:56,0.212,2.406,0,0,eGFP6
14,11:07:59,0.168,2.944,0,0,eGFP6
15,11:08:00,0.113,1.155,0,0,eGFP6
16,11:08:02,0.156,1.868,0,0,eGFP6
17,11:08:04,0.134,1.418,0,0,eGFP6
18,11:08:05,0.420,1.495,0,0,eGFP6
19,11:08:06,0.146,1.309,0,0,eGFP6
20,11:08:08,0.123,1.177,0,0,eGFP6
21,11:08:09,0.102,1.167,0,0,eGFP6
22,11:08:10,0.090,1.187,0,0,eGFP6
23,11:08:11,0.135,1.364,0,0,eGFP6
24,11:08:13,0.112,1.264,0,0,eGFP6
25,11:08:14,0.069,0.870,0,0,eGFP6
26,11:08:14,0.069,0.914,0,0,eGFP6
27,11:08:16,0.101,1.133,0,0,eGFP6
28,11:08:17,0.090,1.100,0,0,eGFP6
29,11:08:18,0.082,1.322,0,0,eGFP6
30,11:08:19,0.080,1.056,0,0,eGFP6
31,11:08:20,0.080,0.870,0,0,eGFP6
32,11:08:21,0.090,1.056,0,0,eGFP6
33,11:08:22,0.069,0.793,0,0,eGFP6
34,11:08:23,0.090,1.111,0,0,eGFP6
35,11:08:24,0.079,1.045,0,0,eGFP6
36,11:08:33,0.091,9.374,0,0,eGFP6
37,11:08:34,0.113,1.078,0,0,eGFP6
38,11:08:35,0.092,1.036,0,0,eGFP6
39,11:08:36,0.101,1.067,0,0,eGFP6
40,11:08:37,0.069,0.760,0,0,eGFP6
41,11:08:38,0.076,0.932,0,0,eGFP6
42,11:08:41,0.075,2.435,0,0,eGFP6
43,11:08:41,0.107,0.876,0,0,eGFP6
44,11:08:42,0.052,0.919,0,0,eGFP6
45,11:08:43,0.064,0.678,0,0,eGFP6
46,11:08:44,0.066,0.943,0,0,eGFP6
47,11:08:45,0.097,0.800,0,0,eGFP6
48,11:08:46,0.064,0.909,0,0,eGFP6
49,11:08:47,0.064,0.788,0,0,eGFP6
50,11:08:48,0.163,1.600,0,0,eGFP6
51,11:08:49,0.076,0.800,0,0,eGFP6
52,11:08:50,0.053,0.887,0,0,eGFP6
53,11:08:53,0.086,3.060,0,0,eGFP6
54,11:08:54,0.142,0.943,0,0,eGFP6
55,11:08:55,0.053,0.833,0,0,eGFP6
56,11:08:56,0.086,0.953,0,0,eGFP6
57,11:08:56,0.075,0.799,0,0,eGFP6
58,11:08:57,0.055,0.735,0,0,eGFP6
59,11:08:58,0.064,0.854,0,0,eGFP6
60,11:08:59,0.075,0.953,0,0,eGFP6
61,11:09:00,0.064,0.690,0,0,eGFP6
62,11:09:00,0.055,0.669,0,0,eGFP6
63,11:09:02,0.064,1.666,0,0,eGFP6
64,11:09:04,0.174,1.908,0,0,eGFP6
65,11:09:05,0.086,1.535,0,0,eGFP6
66,11:09:11,0.088,5.323,0,0,eGFP6
67,11:09:28,0.207,17.227,0,0,eGFP6
68,11:09:29,0.437,1.501,0,0,eGFP6
69,11:09:30,0.065,0.855,0,0,eGFP6
70,11:09:31,0.087,1.031,0,0,eGFP6
71,11:09:32,0.075,0.855,0,0,eGFP6
72,11:09:33,0.064,0.865,0,0,eGFP6
73,11:09:34,0.099,1.207,0,0,eGFP6
74,11:09:35,0.064,0.679,0,0,eGFP6
75,11:09:36,0.053,0.821,0,0,eGFP6
76,11:09:37,0.076,0.833,0,0,eGFP6
77,11:09:38,0.086,1.260,0,0,eGFP6
78,11:09:39,0.066,0.680,0,0,eGFP6
79,11:09:39,0.054,0.690,0,0,eGFP6
80,11:09:40,0.076,0.899,0,0,eGFP6
81,11:09:42,0.097,1.490,0,0,eGFP6
82,11:09:42,0.076,0.690,0,0,eGFP6
83,11:09:45,0.054,2.556,0,0,eGFP6
84,11:09:47,0.053,2.467,0,0,eGFP6
85,11:09:58,1.184,10.358,0,0,eGFP6
86,11:09:59,0.088,1.185,0,0,eGFP6
87,11:10:00,0.077,0.856,0,0,eGFP6
88,11:10:03,0.064,3.400,0,0,eGFP6
89,11:10:04,0.076,0.811,0,0,eGFP6
90,11:10:05,0.054,0.789,0,0,eGFP6
91,11:10:13,0.075,8.635,0,0,eGFP6
92,11:10:15,0.108,1.666,0,0,eGFP6
93,11:10:16,0.120,0.844,0,0,eGFP6
94,11:10:17,0.066,0.658,0,0,eGFP6
95,11:10:17,0.054,0.690,0,0,eGFP6
96,11:10:18,0.065,0.712,0,0,eGFP6
97,11:10:19,0.054,0.690,0,0,eGFP6
98,11:10:22,0.064,3.620,0,0,eGFP6
99,11:10:23,0.075,0.723,0,0,eGFP6
100,11:10:24,0.064,0.745,0,0,eGFP6
101,11:10:27,0.064,3.268,0,0,eGFP6
102,11:10:28,0.110,0.823,0,0,eGFP6
103,11:10:30,0.077,2.009,0,0,eGFP6
104,11:10:31,0.053,0.701,0,0,eGFP6
105,11:10:32,0.053,1.677,0,0,eGFP6
106,11:10:36,0.284,3.324,0,0,eGFP6
107,11:10:36,0.076,0.713,0,0,eGFP6
108,11:10:37,0.053,0.613,0,0,eGFP6
109,11:10:38,0.053,0.668,0,0,eGFP6
110,11:10:39,0.087,1.008,0,0,eGFP6
111,11:10:40,0.428,1.383,0,0,eGFP6
112,11:10:41,0.054,0.690,0,0,eGFP6
113,11:10:41,0.065,0.800,0,0,eGFP6
114,11:10:45,0.108,3.258,0,0,eGFP6
115,11:10:45,0.075,0.690,0,0,eGFP6
116,11:10:46,0.044,0.647,0,0,eGFP6
117,11:10:48,0.065,2.347,0,0,eGFP6
