wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
1,00:00:00,0.041,0.546,0,0,eGFP6
2,00:00:00,0.060,0.542,0,0,eGFP6
3,00:00:01,0.045,0.517,0,0,eGFP6
4,00:00:01,0.045,0.583,0,0,eGFP6
5,00:00:02,0.046,0.551,0,0,eGFP6
6,00:00:03,0.044,0.681,0,0,eGFP6
7,00:00:03,0.055,0.681,0,0,eGFP6
8,00:00:04,0.044,0.549,0,0,eGFP6
9,00:00:04,0.044,0.538,0,0,eGFP6
10,00:00:05,0.033,0.505,0,0,eGFP6
11,00:00:05,0.033,0.494,0,0,eGFP6
12,00:00:06,0.044,0.483,0,0,eGFP6
13,00:00:06,0.035,0.529,0,0,eGFP6
14,00:00:07,0.045,0.550,0,0,eGFP6
15,00:00:08,0.046,0.507,0,0,eGFP6
16,00:00:08,0.045,0.473,0,0,eGFP6
17,00:00:09,0.045,0.605,0,0,eGFP6
18,00:00:09,0.045,0.627,0,0,eGFP6
19,00:00:10,0.034,0.528,0,0,eGFP6
20,00:00:10,0.056,0.649,0,0,eGFP6
21,00:00:11,0.046,0.540,0,0,eGFP6
22,00:00:11,0.035,0.495,0,0,eGFP6
23,00:00:12,0.057,0.836,0,0,eGFP6
24,00:00:14,0.188,1.845,0,0,eGFP6
25,00:00:26,0.287,11.776,0,0,eGFP6
26,00:00:26,0.056,0.561,0,0,eGFP6
27,00:00:27,0.045,0.528,0,0,eGFP6
28,00:00:27,0.045,0.484,0,0,eGFP6
29,00:00:28,0.037,0.432,0,0,eGFP6
30,00:00:28,0.035,0.463,0,0,eGFP6
31,00:00:29,0.045,0.451,0,0,eGFP6
32,00:00:29,0.035,0.419,0,0,eGFP6
33,00:00:30,0.034,0.429,0,0,eGFP6
34,00:00:30,0.045,0.495,0,0,eGFP6
35,00:00:31,0.035,0.496,0,0,eGFP6
36,00:00:31,0.045,0.473,0,0,eGFP6
37,00:00:32,0.047,0.574,0,0,eGFP6
38,00:00:32,0.045,0.649,0,0,eGFP6
39,00:00:33,0.045,0.583,0,0,eGFP6
40,00:00:33,0.045,0.517,0,0,eGFP6
41,00:00:34,0.045,0.506,0,0,eGFP6
42,00:00:34,0.046,0.507,0,0,eGFP6
43,00:00:35,0.034,0.440,0,0,eGFP6
44,00:00:36,0.036,0.727,0,0,eGFP6
45,00:00:36,0.079,0.814,0,0,eGFP6
46,00:00:37,0.081,0.849,0,0,eGFP6
47,00:00:38,0.035,0.540,0,0,eGFP6
48,00:00:38,0.045,0.605,0,0,eGFP6
49,00:00:39,0.045,0.517,0,0,eGFP6
50,00:00:39,0.046,0.528,0,0,eGFP6
51,00:00:40,0.046,0.638,0,0,eGFP6
52,00:00:41,0.057,0.606,0,0,eGFP6
53,00:00:41,0.034,0.495,0,0,eGFP6
54,00:00:42,0.047,0.552,0,0,eGFP6
55,00:00:42,0.034,0.517,0,0,eGFP6
56,00:00:43,0.046,0.594,0,0,eGFP6
57,00:00:44,0.057,0.693,0,0,eGFP6
58,00:00:44,0.046,0.540,0,0,eGFP6
59,00:00:45,0.036,0.606,0,0,eGFP6
60,00:00:45,0.057,0.584,0,0,eGFP6
61,00:00:46,0.045,0.517,0,0,eGFP6
62,00:00:46,0.047,0.607,0,0,eGFP6
63,00:00:47,0.056,0.616,0,0,eGFP6
64,00:00:48,0.057,0.583,0,0,eGFP6
65,00:00:48,0.046,0.540,0,0,eGFP6
66,00:00:49,0.045,0.539,0,0,eGFP6
67,00:00:49,0.057,0.748,0,0,eGFP6
68,00:00:50,0.079,0.726,0,0,eGFP6
69,00:00:51,0.068,0.792,0,0,eGFP6
70,00:00:52,0.058,0.651,0,0,eGFP6
71,00:00:52,0.056,0.560,0,0,eGFP6
72,00:00:53,0.035,0.671,0,0,eGFP6
73,00:00:54,0.068,0.738,0,0,eGFP6
74,00:00:54,0.056,0.648,0,0,eGFP6
75,00:00:55,0.046,0.737,0,0,eGFP6
76,00:00:56,0.056,0.769,0,0,eGFP6
77,00:00:57,0.067,0.934,0,0,eGFP6
78,00:00:57,0.091,0.772,0,0,eGFP6
79,00:00:58,0.045,0.594,0,0,eGFP6
80,00:00:59,0.046,0.726,0,0,eGFP6
81,00:00:59,0.057,0.704,0,0,eGFP6
82,00:01:00,0.046,0.573,0,0,eGFP6
83,00:01:01,0.046,0.528,0,0,eGFP6
84,00:01:01,0.046,0.529,0,0,eGFP6
85,00:01:02,0.046,0.540,0,0,eGFP6
86,00:01:02,0.048,0.586,0,0,eGFP6
87,00:01:03,0.035,0.485,0,0,eGFP6
88,00:01:03,0.047,0.563,0,0,eGFP6
89,00:01:04,0.068,0.803,0,0,eGFP6
90,00:01:05,0.046,0.507,0,0,eGFP6
91,00:01:05,0.034,0.539,0,0,eGFP6
92,00:01:06,0.057,0.606,0,0,eGFP6
93,00:01:06,0.035,0.474,0,0,eGFP6
94,00:01:07,0.047,0.947,0,0,eGFP6
95,00:01:08,0.122,0.869,0,0,eGFP6
96,00:01:09,0.045,0.671,0,0,eGFP6
97,00:01:10,0.057,0.847,0,0,eGFP6
98,00:01:10,0.057,0.693,0,0,eGFP6
99,00:01:11,0.046,0.661,0,0,eGFP6
100,00:01:12,0.057,0.627,0,0,eGFP6
101,00:01:12,0.035,0.551,0,0,eGFP6
102,00:01:13,0.036,0.651,0,0,eGFP6
103,00:01:13,0.044,0.582,0,0,eGFP6
104,00:01:14,0.035,0.529,0,0,eGFP6
105,00:01:14,0.046,0.551,0,0,eGFP6
106,00:01:15,0.035,0.540,0,0,eGFP6
107,00:01:16,0.046,0.715,0,0,eGFP6
108,00:01:16,0.046,0.628,0,0,eGFP6
109,00:01:17,0.035,0.550,0,0,eGFP6
110,00:01:17,0.057,0.617,0,0,eGFP6
111,00:01:18,0.047,0.486,0,0,eGFP6
112,00:01:18,0.035,0.529,0,0,eGFP6
113,00:01:19,0.057,0.694,0,0,eGFP6
114,00:01:20,0.046,0.572,0,0,eGFP6
115,00:01:20,0.046,0.573,0,0,eGFP6
116,00:01:21,0.046,0.650,0,0,eGFP6
117,00:01:22,0.058,0.595,0,0,eGFP6
118,00:01:22,0.046,0.660,0,0,eGFP6
119,00:01:23,0.058,0.794,0,0,eGFP6
120,00:01:24,0.056,0.627,0,0,eGFP6
121,00:01:24,0.034,0.517,0,0,eGFP6
122,00:01:25,0.035,0.573,0,0,eGFP6
123,00:01:25,0.056,0.660,0,0,eGFP6
124,00:01:26,0.056,0.539,0,0,eGFP6
125,00:01:26,0.043,0.471,0,0,eGFP6
126,00:01:27,0.042,0.536,0,0,eGFP6
127,00:01:28,0.056,0.649,0,0,eGFP6
128,00:01:28,0.064,0.623,0,0,eGFP6
129,00:01:29,0.043,0.602,0,0,eGFP6
130,00:01:29,0.053,0.613,0,0,eGFP6
131,00:01:30,0.043,0.526,0,0,eGFP6
132,00:01:31,0.053,0.712,0,0,eGFP6
133,00:01:31,0.064,0.645,0,0,eGFP6
134,00:01:32,0.043,0.515,0,0,eGFP6
135,00:01:32,0.032,0.537,0,0,eGFP6
136,00:01:33,0.053,0.569,0,0,eGFP6
137,00:01:33,0.042,0.547,0,0,eGFP6
138,00:01:34,0.053,0.667,0,0,eGFP6
139,00:01:35,0.054,0.591,0,0,eGFP6
140,00:01:35,0.043,0.493,0,0,eGFP6
141,00:01:36,0.053,0.590,0,0,eGFP6
142,00:01:36,0.043,0.602,0,0,eGFP6
143,00:01:37,0.044,0.626,0,0,eGFP6
144,00:01:38,0.053,0.601,0,0,eGFP6
145,00:01:38,0.044,0.516,0,0,eGFP6
146,00:01:39,0.042,0.701,0,0,eGFP6
147,00:01:40,0.064,0.667,0,0,eGFP6
148,00:01:40,0.043,0.569,0,0,eGFP6
149,00:01:41,0.054,0.657,0,0,eGFP6
150,00:01:41,0.054,0.536,0,0,eGFP6
151,00:01:42,0.033,0.560,0,0,eGFP6
152,00:01:43,0.064,0.755,0,0,eGFP6
153,00:01:43,0.065,0.646,0,0,eGFP6
154,00:01:44,0.043,0.624,0,0,eGFP6
155,00:01:44,0.054,0.613,0,0,eGFP6
156,00:01:45,0.054,0.547,0,0,eGFP6
157,00:01:46,0.043,0.504,0,0,eGFP6
158,00:01:46,0.064,0.953,0,0,eGFP6
159,00:01:47,0.056,0.714,0,0,eGFP6
