wheel_event,time,Tx,Ti_observed,reset,rtc_reset,device_id
0,15:44:31,0.000,0.000,1,0,eGFP6
1,15:44:31,0.032,0.218,0,0,eGFP6
2,15:44:31,0.031,0.218,0,0,eGFP6
3,15:44:32,0.031,0.218,0,0,eGFP6
4,15:44:32,0.032,0.229,0,0,eGFP6
5,15:44:32,0.030,0.480,0,0,eGFP6
6,15:44:33,0.074,0.645,0,0,eGFP6
7,15:44:34,0.833,1.141,0,0,eGFP6
8,15:44:34,0.032,0.262,0,0,eGFP6
9,15:44:35,0.031,0.262,0,0,eGFP6
10,15:44:35,0.032,0.262,0,0,eGFP6
11,15:44:35,0.032,0.284,0,0,eGFP6
12,15:44:36,0.033,0.286,0,0,eGFP6
13,15:44:36,0.032,0.328,0,0,eGFP6
14,15:44:38,0.033,2.162,0,0,eGFP6
15,15:44:51,0.000,0.000,1,0,eGFP6
16,15:44:51,0.029,0.303,0,0,eGFP6
17,15:44:52,0.030,0.316,0,0,eGFP6
18,15:44:52,0.039,0.456,0,0,eGFP6
19,16:46:07,0.095,3675.450,0,0,eGFP6
20,16:52:09,5.143,361.344,0,0,eGFP6
21,16:52:09,0.094,0.292,0,0,eGFP6
22,16:52:11,0.138,1.883,0,0,eGFP6
23,16:52:13,0.193,1.675,0,0,eGFP6
24,16:52:14,1.005,1.598,0,0,eGFP6
25,16:52:17,0.052,2.883,0,0,eGFP6
26,16:52:21,3.420,3.562,0,0,eGFP6
27,16:52:25,0.940,4.320,0,0,eGFP6
